Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
P24312	reviewed	RBL_CYAPA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Cyanophora paradoxa	475	rbcL	2762
P24313	reviewed	RBL_ECTSI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Ectocarpus siliculosus (Brown alga) (Conferva siliculosa)	488	rbcL	2880
P24624	reviewed	RBL_ANTSP	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Antithamnion sp. (Red alga)	488	rbcL	2767
P24672	reviewed	RBL_ALVHS	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL	Alvinoconcha hessleri symbiotic bacterium	471	cbbL	2326
P24673	reviewed	RBL_CYLSN	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Cylindrotheca sp. (strain N1) (Marine diatom)	490	rbcL	2855
P26965	reviewed	ATPA_BRYMA	ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA	Bryopsis maxima (Green alga)	29	atpA	3129
P27063	reviewed	RBL_CAPAN	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Capsicum annuum (Capsicum pepper)	16	rbcL	4072
P27067	reviewed	RBL_VIGUU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Vigna unguiculata subsp. unguiculata (Cowpea) (Vigna sinensis)	16	rbcL	3920
P27154	reviewed	CAPP_TOBAC	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	PPC	Nicotiana tabacum (Common tobacco)	964	PPC	4097
P27995	reviewed	ALF1_CERSP	Fructose-bisphosphate aldolase 1 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase I)	cfxA	Cereibacter sphaeroides (Rhodobacter sphaeroides)	359	cfxA	1063
P27998	reviewed	RBS_CERSP	Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit)	cbbS rbcS	Cereibacter sphaeroides (Rhodobacter sphaeroides)	129	cbbS	1063
P28411	reviewed	RBL_DRORE	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Drosera regia (King sundew)	466	rbcL	4371
P28429	reviewed	RBL_LOBSP	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Lobelia sp	466	rbcL	4383
P28451	reviewed	RBL_SARFL	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Sarracenia flava (Yellow pitcher plant)	465	rbcL	4359
P28594	reviewed	CAPP_NOSS1	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc pepC all4861	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	1026	ppc	103690
P29193	reviewed	CAPP1_SACHY	Phosphoenolpyruvate carboxylase, housekeeping isozyme (PEPC) (PEPCase) (EC 4.1.1.31)		Saccharum hybrid (Sugarcane)	966		15819
P29194	reviewed	CAPP2_SORBI	Phosphoenolpyruvate carboxylase 2 (PEPC 2) (PEPCase 2) (EC 4.1.1.31) (CP28)		Sorghum bicolor (Sorghum) (Sorghum vulgare)	960		4558
P29271	reviewed	ALF2_CERSP	Fructose-bisphosphate aldolase 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase II)	cfxB	Cereibacter sphaeroides (Rhodobacter sphaeroides)	354	cfxB	1063
P29272	reviewed	G3P_CERSP	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapB	Cereibacter sphaeroides (Rhodobacter sphaeroides)	333	gapB	1063
P29277	reviewed	TKT_CERSP	Transketolase (TK) (EC 2.2.1.1)	tklB	Cereibacter sphaeroides (Rhodobacter sphaeroides)	657	tklB	1063
P29278	reviewed	RBL2_CERSP	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	cbbM cbbL2 rbpL	Cereibacter sphaeroides (Rhodobacter sphaeroides)	459	cbbM	1063
P30733	reviewed	PHYA_SOLTU	Phytochrome A	PHYA	Solanum tuberosum (Potato)	1123	PHYA	4113
P31180	reviewed	RBL_BUXSE	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Buxus sempervirens (Common box) (Buxus colchica)	57	rbcL	4002
P31181	reviewed	RBL_CAMSI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Camellia sinensis (Tea)	57	rbcL	4442
P31182	reviewed	RBL_COLAR	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Colletia armata	54	rbcL	3613
P31186	reviewed	RBL_EUOMA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euonymus maackii (Maack's spindle tree) (Euonymus hamiltonianus var. maackii)	58	rbcL	4309
P31188	reviewed	RBL_GEUBO	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Geum borisii (Avens) (Geum bulgaricum x Geum reptans)	54	rbcL	3763
P31190	reviewed	RBL_ICAMA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Icacina mannii	54	rbcL	4323
P31191	reviewed	RBL_ILEAQ	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Ilex aquifolium (English holly)	54	rbcL	4298
P31192	reviewed	RBL_ILECI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Ilex ciliospinosa (Sichuan holly)	54	rbcL	4299
P31193	reviewed	RBL_MAGLI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Magnolia liliiflora (Mulan magnolia) (Yulania liliiflora)	54	rbcL	3403
P31194	reviewed	RBL_MALDO	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Malus domestica (Apple) (Pyrus malus)	53	rbcL	3750
P31195	reviewed	RBL_MERAN	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Mercurialis annua (Annual mercury)	54	rbcL	3986
P31196	reviewed	RBL_NEMMU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Nemopanthus mucronatus (Catberry)	143	rbcL	4302
P31198	reviewed	RBL_RHACA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Rhamnus cathartica (Common buckthorn)	54	rbcL	3610
P31199	reviewed	RBL_RIBAM	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Ribes americanum (American black currant)	54	rbcL	3802
P31200	reviewed	RBL_ROSDA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Rosa damascena (Damask rose) (Rosa gallica x Rosa moschata)	58	rbcL	3765
P31203	reviewed	RBL_WEISI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Weinmannia silvicola (Towai)	58	rbcL	3780
P33182	reviewed	PEPM_TETPY	Phosphoenolpyruvate phosphomutase (PEP mutase) (PEP phosphomutase) (Phosphoenolpyruvate mutase) (EC 5.4.2.9)	PEPM	Tetrahymena pyriformis	300	PEPM	5908
P33529	reviewed	PHY_MOUSC	Phytochrome	PHY	Mougeotia scalaris (Green alga) (Sphaerocarpus scalaris)	1124	PHY	13158
P33530	reviewed	PHYA1_TOBAC	Phytochrome A1	PHYA1	Nicotiana tabacum (Common tobacco)	1124	PHYA1	4097
P34385	reviewed	MCCB_CAEEL	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	F02A9.10	Caenorhabditis elegans	608		6239
P37306	reviewed	ARCC_ECOLI	Carbamate kinase (EC 2.7.2.2)	arcC ybcF b0521 JW0510	Escherichia coli (strain K12)	297	arcC	83333
P37393	reviewed	RBL_CYACA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Cyanidium caldarium (Red alga)	488	rbcL	2771
P37416	reviewed	BIRA_SALTY	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA STM4138 STMF1.2	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	320	birA	99287
P37798	reviewed	ACCC_PSEAE	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC fabG PA4848	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	449	accC	208964
P38024	reviewed	PUR6_CHICK	Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]	AIRC	Gallus gallus (Chicken)	426	AIRC	9031
P38095	reviewed	LAMA_EMENI	Putative urea carboxylase (EC 6.3.4.6) (Lactam utilization protein lamA) (Urea amidolyase)	lamA AN0887	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	1241	lamA	227321
P42496	reviewed	PHY_ADICA	Phytochrome 1	PHY1	Adiantum capillus-veneris (Maidenhair fern)	1118	PHY1	13818
P42499	reviewed	PHYB_SOYBN	Phytochrome B	PHYB	Glycine max (Soybean) (Glycine hispida)	1156	PHYB	3847
P42500	reviewed	PHYA_SOYBN	Phytochrome A	PHYA	Glycine max (Soybean) (Glycine hispida)	1131	PHYA	3847
P43222	reviewed	RBL_ACRAU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Acrostichum aureum (Golden leather fern)	417	rbcL	29594
P43778	reviewed	ACCD_HAEIN	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD HI_1260	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	296	accD	71421
P43850	reviewed	PURK_HAEIN	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK HI_1616	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	362	purK	71421
P43872	reviewed	ACCA_HAEIN	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA HI_0406	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315	accA	71421
P43873	reviewed	ACCC_HAEIN	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC HI_0972	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	448	accC	71421
P46316	reviewed	ACCA_ANTSP	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA	Antithamnion sp. (Red alga)	322	accA	2767
P46363	reviewed	BIRA_HAEIN	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA HI_0220.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	302	birA	71421
P46392	reviewed	ACCA3_MYCLE	Biotin-dependent acyl-coenzyme A carboxylase alpha3 subunit [Includes: Biotin carboxylase (BC) (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]	bccA ML0726 B1308_C1_129	Mycobacterium leprae (strain TN)	598	bccA	272631
P46701	reviewed	PURK_MYCLE	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK ML0735 B1308_F1_32	Mycobacterium leprae (strain TN)	439	purK	272631
P48072	reviewed	RBL_EUGMY	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euglena myxocylindracea	436	rbcL	38276
P48073	reviewed	RBL_EUGPI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euglena pisciformis	435	rbcL	38277
P48074	reviewed	RBL_EUGST	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euglena stellata	436	rbcL	38278
P48075	reviewed	RBL_EUGVI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euglena viridis (Cercaria viridis)	436	rbcL	3040
P48685	reviewed	RBL_BAZTR	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Bazzania trilobata (Greater whipwort) (Jungermannia trilobata)	475	rbcL	13808
P48687	reviewed	RBL_CALSH	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Calyptrosphaera sphaeroidea	459	rbcL	35139
P48691	reviewed	RBL_CHOCR	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa)	467	rbcL	2769
P48692	reviewed	RBL_HAPHI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Haptolina hirta (Plankton alga) (Chrysochromulina hirta)	459	rbcL	35142
P48695	reviewed	RBL_COLOB	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Coleochaete orbicularis (Charophycean green alga)	475	rbcL	3124
P49520	reviewed	RBL_TRICV	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Trieres chinensis (Marine centric diatom) (Odontella sinensis)	490	rbcL	1514140
P49786	reviewed	BCCP_BACSU	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB fabE yqhW BSU24350	Bacillus subtilis (strain 168)	159	accB	224308
P49787	reviewed	ACCC1_BACSU	Biotin carboxylase 1 (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A 1)	accC1 accC yqhX BSU24340	Bacillus subtilis (strain 168)	450	accC1	224308
P50255	reviewed	RBL_PORCA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Pyropia suborbiculata (Red alga)	488	rbcL	1185355
P50922	reviewed	RBL2_RHOCA	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	cbbM cbbL2 rbpL	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	458	cbbM	1061
P50923	reviewed	ALF2_RHOCA	Fructose-bisphosphate aldolase 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase II)	cbbA cfxB	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	114	cbbA	1061
P51013	reviewed	RPE_RHORU	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe cbbE	Rhodospirillum rubrum	225	rpe	1085
P51059	reviewed	CAPP2_MAIZE	Phosphoenolpyruvate carboxylase 2 (PEPC 2) (PEPCase 2) (EC 4.1.1.31)	PEP4 PEP	Zea mays (Maize)	967	PEP4	4577
P51060	reviewed	CAPP_THES7	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc	Thermus sp. (strain 71)	857	ppc	72595
P51061	reviewed	CAPP2_SOYBN	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	PPC1	Glycine max (Soybean) (Glycine hispida)	967	PPC1	3847
P51062	reviewed	CAPP_PEA	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)		Pisum sativum (Garden pea) (Lathyrus oleraceus)	967		3888
P51063	reviewed	CAPP_PICAB	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	PPC	Picea abies (Norway spruce) (Picea excelsa)	963	PPC	3329
P51198	reviewed	ACCD_PORPU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD	Porphyra purpurea (Red seaweed) (Ulva purpurea)	288	accD	2787
P51226	reviewed	RBL_PORPU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Porphyra purpurea (Red seaweed) (Ulva purpurea)	488	rbcL	2787
P51371	reviewed	ACCA_PORPU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA	Porphyra purpurea (Red seaweed) (Ulva purpurea)	324	accA	2787
P52559	reviewed	PURK_BRUME	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK BMEI0295	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	362	purK	224914
P53002	reviewed	ACCD5_MYCLE	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-)	accD5 pccB ML0731 B1308_C1_125	Mycobacterium leprae (strain TN)	549	accD5	272631
P53003	reviewed	PCCB_SACEN	Propionyl-CoA carboxylase beta chain (PCCase) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase)	pccB SACE_3398	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	546	pccB	405948
P54206	reviewed	RBS_SYNY3	Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit)	cbbS rbcS slr0012	Synechocystis sp. (strain PCC 6803 / Kazusa)	113	cbbS	1111708
P54528	reviewed	MMGF_BACSU	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.-)	mmgF prpB yqiQ BSU24120	Bacillus subtilis (strain 168)	301	mmgF	224308
P54541	reviewed	PCCB_BACSU	Putative propionyl-CoA carboxylase beta chain (PCCase) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase)	yqjD BSU23920	Bacillus subtilis (strain 168)	507	yqjD	224308
P55004	reviewed	PHYE_IPONI	Phytochrome E	PHYE	Ipomoea nil (Japanese morning glory) (Pharbitis nil)	1115	PHYE	35883
P55141	reviewed	PHYA_PETCR	Phytochrome A	PHYA	Petroselinum crispum (Parsley) (Petroselinum hortense)	1129	PHYA	4043
P55195	reviewed	PUR6_VIGAC	Phosphoribosylaminoimidazole carboxylase, chloroplastic (EC 4.1.1.21) (AIR carboxylase) (AIRC)	PURKE	Vigna aconitifolia (Moth bean) (Phaseolus aconitifolius)	557	PURKE	3918
P56293	reviewed	ACCD_CHLVU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD	Chlorella vulgaris (Green alga)	411	accD	3077
P56889	reviewed	RBL1_SINMW	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL Smed_3924	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	486	cbbL	366394
P58348	reviewed	RBL1_RHIME	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL RB0191 SMb20198	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	486	cbbL	266834
P63408	reviewed	ACCD6_MYCBO	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta6 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-)	accD6 BQ2027_MB2271	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	473	accD6	233413
P65899	reviewed	PURK_MYCBO	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK BQ2027_MB3304C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	429	purK	233413
P69567	reviewed	RBL_EUPCH	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euphorbia characias (Albanian spurge)	58	rbcL	3991
P69568	reviewed	RBL_EUPDU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euphorbia dulcis (Sweet spurge)	58	rbcL	3992
P69569	reviewed	RBL_EUPES	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Euphorbia esula (Leafy spurge)	58	rbcL	3993
P72158	reviewed	PURK_PSEAE	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK PA5425	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	360	purK	208964
P72757	reviewed	CCMN_SYNY3	Carboxysome assembly protein CcmN (Carbon dioxide concentrating mechanism protein CcmN)	ccmN sll1032	Synechocystis sp. (strain PCC 6803 / Kazusa)	241	ccmN	1111708
P72759	reviewed	CCML_SYNY3	Carboxysome shell vertex protein CcmL (Carbon dioxide concentrating mechanism protein CcmL)	ccmL sll1030	Synechocystis sp. (strain PCC 6803 / Kazusa)	100	ccmL	1111708
P72761	reviewed	CCMK2_SYNY3	Carboxysome shell protein CcmK2 (Carbon dioxide-concentrating mechanism protein CcmK2)	ccmK2 sll1028	Synechocystis sp. (strain PCC 6803 / Kazusa)	103	ccmK2	1111708
P73406	reviewed	CCMK3_SYNY3	Carboxysome shell protein CcmK3 (Carbon dioxide-concentrating mechanism protein CcmK3)	ccmK3 slr1838	Synechocystis sp. (strain PCC 6803 / Kazusa)	103	ccmK3	1111708
P74638	reviewed	ACCA_SYNY3	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA sll0728	Synechocystis sp. (strain PCC 6803 / Kazusa)	326	accA	1111708
P74724	reviewed	PURK_SYNY3	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK sll0578	Synechocystis sp. (strain PCC 6803 / Kazusa)	388	purK	1111708
P78992	reviewed	PYC_PICPA	Pyruvate carboxylase (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	PYC1	Komagataella pastoris (Yeast) (Pichia pastoris)	1189	PYC1	4922
P81080	reviewed	RBL_PINPS	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39) (Water stress-responsive protein 1/2/14)	rbcL	Pinus pinaster (Maritime pine)	48	rbcL	71647
P81185	reviewed	PCCA_MYXXA	Propionyl-CoA carboxylase alpha chain (PCCase) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase)		Myxococcus xanthus	30		34
P81831	reviewed	CAPP1_CHLRE	Phosphoenolpyruvate carboxylase 1 (PEP carboxylase 1) (PEPC 1) (PEPCase 1) (EC 4.1.1.31)	Ppc1	Chlamydomonas reinhardtii (Chlamydomonas smithii)	974	Ppc1	3055
P83662	reviewed	ACMSD_PIG	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	ACMSD	Sus scrofa (Pig)	138	ACMSD	9823
P84122	reviewed	THRB_SALSA	Thrombin (EC 3.4.21.5) [Cleaved into: Thrombin light chain; Thrombin heavy chain]		Salmo salar (Atlantic salmon)	36		8030
P85085	reviewed	RBL_VITSX	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Vitis sp. (Grape)	55	rbcL	3604
P92463	reviewed	RBL_ISOTA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Isophysis tasmanica	466	rbcL	49752
P93526	reviewed	PHYA_SORBI	Phytochrome a	PHYA Sb03g017600	Sorghum bicolor (Sorghum) (Sorghum vulgare)	1131	PHYA	4558
P93528	reviewed	PHYC_SORBI	Phytochrome C	PHYC	Sorghum bicolor (Sorghum) (Sorghum vulgare)	1135	PHYC	4558
P93673	reviewed	PHYA_LATSA	Phytochrome type A	PHYA	Lathyrus sativus (White vetchling)	1124	PHYA	3860
P93869	reviewed	RBL_TAMIN	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Tamarindus indica (Tamarind)	455	rbcL	58860
P94026	reviewed	RBCMT_TOBAC	Ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic (EC 2.1.1.127) ([Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase) (RuBisCO LSMT) (RuBisCO methyltransferase) (rbcMT)	RBCMT	Nicotiana tabacum (Common tobacco)	491	RBCMT	4097
P96486	reviewed	RBL_SYNPW	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL SynWH7803_0678	Synechococcus sp. (strain WH7803)	471	cbbL	32051
P96886	reviewed	ACCE5_MYCTU	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase epsilon subunit	accE5 Rv3281	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	177	accE5	83332
P9WHL8	reviewed	PURK_MYCTO	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK MT3376	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	429	purK	83331
P9WHL9	reviewed	PURK_MYCTU	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK Rv3276c MTCY71.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429	purK	83332
