PROTID	GENEID	PROTLEN	cGFP_C1_6h_BioID_1_SPC	cGFP_C1_6h_BioID_2_SPC	cGFP_C1_6h_BioID_3_SPC	cGFP_C2_6h_BioID_1_SPC	cGFP_C2_6h_BioID_2_SPC	cGFP_C2_6h_BioID_3_SPC	cGFP_C3_6h_BioID_1_SPC	cGFP_C3_6h_BioID_2_SPC	cGFP_C3_6h_BioID_3_SPC	cGFP_C4_6h_BioID_1_SPC	cGFP_C4_6h_BioID_2_SPC	cGFP_C4_6h_BioID_3_SPC	cGFP_C5_6h_BioID_1_SPC	cGFP_C5_6h_BioID_2_SPC	cGFP_C5_6h_BioID_3_SPC	cGFP_N1_6h_BioID_1_SPC	cGFP_N1_6h_BioID_2_SPC	cGFP_N1_6h_BioID_3_SPC	cGFP_N2_6h_BioID_1_SPC	cGFP_N2_6h_BioID_2_SPC	cGFP_N2_6h_BioID_3_SPC	cGFP_N3_6h_BioID_1_SPC	cGFP_N3_6h_BioID_2_SPC	cGFP_N3_6h_BioID_3_SPC	cGFP_N4_6h_BioID_1_SPC	cGFP_N4_6h_BioID_2_SPC	cGFP_N4_6h_BioID_3_SPC
Q2M2I8	AAK1	961	12	10	7	0	0	6	4	8	4	11	12	13	11	12	14	5	8	2	0	1	0	0	1	0	2	1	0
Q2M2Z5	KIZ	673	2	1	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0
Q2M389	WASHC4	1173	13	17	21	8	4	20	10	18	13	27	15	28	26	25	29	24	23	20	10	13	9	20	13	14	17	12	9
Q2M3V2	SOWAHA	549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Q2NKX8	ERCC6L	1250	25	21	24	13	10	20	15	21	20	14	11	17	15	21	17	22	23	13	8	11	9	10	9	5	12	12	13
Q2NL68	PROSER3	480	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
Q2NL82	TSR1	804	13	11	9	8	11	5	9	9	8	6	9	7	9	9	7	11	7	11	8	13	10	14	15	11	16	10	13
Q2T9J0	TYSND1	566	3	0	2	1	2	2	2	1	1	4	1	4	4	3	0	14	11	15	1	4	3	4	3	2	0	1	0
Q2TAA5	ALG11	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Q2TAL8	QRICH1	776	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	2	3	2	0	2	0	2	3	0
Q2TAY7	SMU1	513	2	2	3	7	5	0	3	0	6	0	2	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0
Q2TAZ0	ATG2A	1938	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Q2TBE0	CWF19L2	894	14	21	14	24	21	12	17	8	16	11	11	11	9	9	9	12	11	13	7	7	11	1	0	2	0	0	2
Q32MZ4	LRRFIP1	808	4	8	7	0	0	8	3	8	4	8	7	10	10	8	7	5	0	1	0	0	1	1	1	1	2	5	1
Q32NC0	C18orf21	220	0	1	0	3	5	3	2	2	2	1	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Q32P28	P3H1	736	1	0	1	1	1	2	0	1	2	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	5	0	0
Q32P41	TRMT5	509	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q32P44	EML3	896	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Q3B7T1	EDRF1	1238	11	13	8	0	0	16	8	8	9	5	3	7	2	4	5	5	11	6	6	5	5	4	9	5	5	5	8
Q3BBV0	NBPF1	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0
Q3KNS6	ZNF829	432	2	1	1	6	8	2	3	2	3	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Q3KNV8	PCGF3	242	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3KP31	ZNF791	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Q3KQU3	MAP7D1	841	2	3	1	2	1	3	2	3	1	1	1	0	1	0	1	2	2	5	5	4	5	6	3	2	2	4	4
Q3L8U1	CHD9	2897	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3LXA3	TKFC	575	18	22	31	24	25	20	25	22	24	20	20	25	20	25	23	17	25	20	15	18	14	15	13	12	12	17	13
Q3MHD2	LSM12	195	6	8	5	2	3	6	6	5	5	12	12	16	15	11	16	13	11	16	16	17	20	22	19	15	15	17	18
Q3MII6	TBC1D25	688	0	3	4	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3MIT2	PUS10	529	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3SXM5	HSDL1	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q3SXY8	ARL13B	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Q3SYG4	BBS9	887	0	0	0	0	0	1	0	0	0	1	0	1	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0
Q3T8J9	GON4L	2241	0	0	1	7	8	0	3	1	6	1	0	0	1	1	0	10	4	4	9	5	8	5	5	6	6	4	3
Q3V6T2	CCDC88A	1871	0	3	1	0	0	4	1	3	2	2	1	1	0	1	0	1	2	1	0	1	0	0	0	1	0	0	0
Q3YBR2	TBRG1	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0
Q3YEC7	RABL6	729	4	6	6	3	1	3	3	5	4	11	6	5	5	8	9	3	1	1	0	1	0	0	4	5	2	2	0
Q3ZAQ7	VMA21	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q3ZCM7	TUBB8	444	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	2	1	1	1	1	1	2
Q3ZCQ8	TIMM50	353	6	8	5	8	7	5	6	6	8	9	8	10	9	6	7	19	21	21	21	20	20	19	21	22	17	23	21
Q3ZCX4	ZNF568	644	2	1	1	2	2	1	1	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q460N5	PARP14	1801	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q49A26	GLYR1	553	5	7	7	12	19	6	11	4	12	6	6	6	7	3	2	8	13	11	17	15	20	16	14	15	21	14	21
Q49AM3	TTC31	519	4	2	3	0	3	2	2	3	1	1	1	1	1	3	1	1	3	1	1	0	2	0	0	0	0	0	1
Q49AR2	C5orf22	442	2	2	2	3	6	2	3	2	2	3	2	3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
Q49MG5	MAP9	647	8	7	7	0	0	6	2	6	4	7	10	7	6	6	7	0	0	1	0	0	0	0	0	0	0	0	0
Q4AC94	C2CD3	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Q4G0A6	MINDY4	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Q4G0J3	LARP7	582	6	8	6	11	10	9	10	5	10	3	5	5	5	5	1	10	7	10	6	7	8	5	6	4	7	1	4
Q4G0N4	NADK2	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Q4G0X4	KCTD21	260	0	0	0	0	0	1	2	0	3	3	0	0	0	3	0	1	0	1	1	0	1	0	1	0	0	0	0
Q4G148	GXYLT1	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0
Q4KMP7	TBC1D10B	808	8	9	7	2	2	11	8	12	8	11	5	6	10	9	7	1	4	1	0	1	0	0	0	0	1	1	0
Q4KMQ1	TPRN	711	5	7	8	5	7	10	5	9	12	13	13	10	17	12	10	12	9	10	6	7	7	10	9	10	10	10	9
Q4KMQ2	ANO6	910	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q4KWH8	PLCH1	1693	2	2	1	1	0	5	1	11	2	2	1	1	2	1	2	4	5	4	2	2	1	3	2	3	1	1	2
Q4L235	AASDH	1098	1	1	2	5	6	3	6	2	10	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
Q4LE39	ARID4B	1312	2	4	2	14	18	1	10	2	8	2	1	2	1	0	0	2	2	5	3	2	2	1	3	1	0	5	1
Q4U2R6	MRPL51	128	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Q4V328	GRIPAP1	841	4	3	2	1	0	1	2	3	2	6	7	5	10	7	11	2	1	0	0	0	1	1	0	0	0	1	0
Q4VC05	BCL7A	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Q4VC44	FLYWCH1	716	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	2	0	0	0	0	0	0
Q4VCS5	AMOT	1084	1	1	2	0	0	1	1	2	0	2	1	2	2	1	1	1	2	0	0	0	0	1	4	2	2	1	2
Q4VXU2	PABPC1L	614	0	0	0	0	1	0	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
Q4ZHG4	FNDC1	1894	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
Q504Q3	PAN2	1202	19	19	19	7	13	17	16	16	16	31	19	24	25	33	27	30	35	30	19	24	25	26	34	27	31	19	24
Q504U0	C4orf46	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
Q52LA3	LIN52	116	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	1	3	1	1	1	2	1	5	3	3
Q52LJ0	FAM98B	433	6	4	4	10	7	4	4	7	7	4	6	6	5	5	3	6	6	8	7	5	8	3	5	2	5	6	3
Q52LR7	EPC2	807	1	0	0	1	3	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Q52LW3	ARHGAP29	1261	5	4	11	1	0	5	0	3	1	1	2	0	0	3	2	3	7	5	2	4	3	3	3	0	4	2	3
Q53EL6	PDCD4	469	8	8	9	11	7	8	10	6	11	6	10	7	7	9	9	3	2	2	1	1	2	0	2	3	3	0	0
Q53ET0	CRTC2	693	11	9	11	13	10	7	4	7	14	4	2	4	4	5	2	2	3	3	0	2	1	0	0	2	0	0	0
Q53EZ4	CEP55	464	1	2	1	0	0	6	2	2	3	6	2	8	5	4	4	0	3	3	0	0	1	0	2	2	0	0	2
Q53F19	NCBP3	620	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q53GG5	PDLIM3	364	5	6	5	6	4	9	6	5	7	5	3	5	7	7	8	4	3	3	4	3	0	0	0	0	1	0	0
Q53GQ0	HSD17B12	312	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	7	8	8	7	4	2	5	10	11	17	6
Q53GS7	GLE1	698	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1
Q53GS9	USP39	565	2	2	2	13	13	3	11	6	14	2	4	3	8	4	3	10	6	6	9	7	12	7	4	9	9	4	5
Q53GT1	KLHL22	634	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	3	2	0	1	4	4	2	2	3	2	3	5
Q53H12	AGK	422	0	0	0	1	2	3	1	2	0	1	1	0	0	0	2	3	1	2	2	1	4	1	4	2	3	4	1
Q53H47	SETMAR	684	1	1	1	4	5	3	3	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Q53H54	TRMT12	448	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53H82	LACTB2	288	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1
Q53H96	PYCR3	274	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Q53HC0	CCDC92	331	1	2	2	2	2	1	1	2	1	1	1	3	1	1	1	2	3	4	1	2	4	2	4	2	4	5	2
Q53HC5	KLHL26	615	1	1	3	1	0	5	1	4	0	2	2	5	7	2	3	10	8	9	15	12	11	15	11	15	13	15	14
Q53HC9	EIPR1	387	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53RT3	ASPRV1	343	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Q53S08	RAB6D	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Q53SF7	COBLL1	1128	4	6	3	1	0	6	5	3	4	5	3	7	8	5	8	4	2	3	1	0	2	0	0	0	0	1	0
Q53T59	HS1BP3	392	7	7	5	4	0	9	7	6	5	10	5	6	9	7	9	5	3	8	1	1	0	2	0	0	0	2	1
Q53T94	TAF1B	588	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53TQ3	INO80D	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q562F6	SGO2	1265	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q567U6	CCDC93	631	1	1	2	0	0	1	0	1	0	1	2	1	2	2	2	0	0	3	0	0	0	0	0	1	3	3	3
Q56NI9	ESCO2	601	1	1	0	1	1	2	5	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
Q56P03	EAPP	285	2	2	3	7	2	2	4	5	3	3	3	0	0	1	3	4	2	6	0	1	1	0	0	0	1	1	1
Q56VL3	OCIAD2	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0
Q58A45	PAN3	887	8	7	8	6	6	9	9	9	10	10	12	11	12	10	10	14	13	12	7	11	9	9	9	7	8	9	12
Q58EX2	SDK2	2172	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q58EX7	PLEKHG4	1191	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	1	0	0
Q58FF6	HSP90AB4P	505	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	2	1	1
Q58FF8	HSP90AB2P	381	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Q58FG0	HSP90AA5P	334	2	3	4	3	1	3	4	6	1	3	3	4	2	1	3	2	2	3	1	1	2	2	1	2	1	3	1
Q58FG1	HSP90AA4P	418	1	1	1	1	1	1	1	1	0	2	1	1	0	1	1	2	3	2	0	0	0	0	0	0	0	0	0
Q58WW2	DCAF6	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q5BJF6	ODF2	829	1	3	1	3	1	1	1	1	1	1	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Q5BKX5	ACTMAP	351	3	4	3	3	3	6	4	3	5	4	3	4	3	6	3	4	3	2	6	0	3	2	1	1	0	0	0
Q5BKY9	FAM133B	247	0	2	2	3	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5BKZ1	ZNF326	582	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	3	3	3	3	0	1	2
Q5C9Z4	NOM1	860	0	0	0	5	3	0	3	0	2	0	0	0	0	0	0	1	3	2	1	2	1	2	1	0	2	2	3
Q5CZA5	ZNF805	627	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5D0E6	DALRD3	543	7	3	6	3	5	5	8	6	6	8	6	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0
Q5D1E8	ZC3H12A	599	5	6	5	1	1	7	3	5	4	11	8	7	9	6	10	5	6	2	4	4	2	4	3	3	2	3	1
Q5D862	FLG2	2391	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	2	3	0	3	0	6	0	0
Q5EBL2	ZNF628	1059	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q5EBL4	RILPL1	403	0	1	2	0	0	2	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Q5EBL8	PDZD11	140	3	3	3	1	0	10	9	10	6	4	3	5	2	4	5	3	3	4	4	2	3	6	4	5	3	3	3
Q5F1R6	DNAJC21	531	2	4	7	2	2	4	3	3	3	7	6	7	5	7	7	2	2	0	1	0	1	0	1	1	1	0	1
Q5FWF5	ESCO1	840	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5H9F3	BCORL1	1785	1	0	0	3	4	0	0	0	2	0	0	0	0	1	0	1	0	1	3	1	2	0	0	0	0	0	0
Q5H9I0	TFDP3	405	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0
Q5H9R7	PPP6R3	873	17	15	16	11	9	17	13	11	15	15	17	19	18	19	15	15	23	20	19	14	16	19	14	15	11	12	10
Q5H9U9	DDX60L	1706	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q5HY92	FIGN	759	0	1	1	3	2	1	0	1	1	2	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Q5HYI8	RABL3	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1
Q5HYJ3	FAM76B	339	0	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5HYK3	COQ5	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Q5HYK7	SH3D19	790	5	5	2	3	2	7	6	5	5	7	7	9	8	6	8	5	6	9	2	3	2	1	5	5	4	4	4
Q5J8M3	EMC4	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q5JPE7	NOMO2	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	2	1	1	1	1	6	12	8	2
Q5JPH6	EARS2	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Q5JPI3	C3orf38	329	0	0	1	0	0	1	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q5JRA6	MIA3	1907	1	3	1	0	1	1	0	0	1	1	1	0	0	2	0	4	2	3	2	1	1	11	9	6	6	7	5
Q5JRX3	PITRM1	1037	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	1	0	0	3	1	0	0	10	0	2
Q5JS54	PSMG4	123	2	3	5	2	2	3	1	3	2	5	2	4	2	3	2	2	0	0	0	0	0	1	3	1	2	1	1
Q5JSH3	WDR44	913	7	12	12	6	2	19	14	21	16	17	13	19	21	21	28	8	13	13	3	1	4	1	4	3	2	1	3
Q5JSL3	DOCK11	2073	32	33	29	14	15	47	39	52	41	30	21	31	30	32	28	4	6	4	2	0	1	1	1	0	2	2	3
Q5JSZ5	PRRC2B	2229	14	13	13	8	9	12	13	15	13	17	16	16	14	13	14	24	25	24	9	12	20	11	13	6	5	7	9
Q5JTD0	TJAP1	557	5	3	5	0	0	3	1	3	0	0	1	2	2	1	3	1	0	0	0	0	0	0	0	2	1	0	0
Q5JTH9	RRP12	1297	4	4	3	11	18	6	16	5	12	4	6	4	3	4	5	22	31	32	32	27	31	32	30	26	35	29	26
Q5JTJ3	COA6	125	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
Q5JTV8	TOR1AIP1	583	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0
Q5JTW2	CEP78	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Q5JTZ9	AARS2	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0
Q5JUX0	SPIN3	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q5JVF3	PCID2	399	0	1	0	2	3	0	2	0	3	2	0	1	2	3	0	2	2	1	1	0	1	1	0	0	3	3	0
Q5JVL4	EFHC1	640	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q5JWR5	DOP1A	2465	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Q5K4L6	SLC27A3	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0
Q5M775	SPECC1	1068	12	15	10	4	7	11	8	9	8	8	11	12	8	7	8	11	14	8	6	8	8	9	6	8	4	3	4
Q5M9Q1	NKAPL	402	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5MIZ7	PPP4R3B	849	2	1	1	3	6	1	3	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Q5MNZ6	WDR45B	344	1	2	3	1	1	1	2	1	1	2	1	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0
Q5MNZ9	WIPI1	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q5PRF9	SAMD4B	694	17	16	17	7	6	14	17	10	20	22	17	20	18	17	17	28	21	19	12	16	18	19	25	21	21	21	21
Q5PSV4	BRMS1L	323	1	1	1	7	6	2	5	1	6	2	3	4	1	1	1	2	2	2	1	3	3	0	0	1	0	0	0
Q5QJ74	TBCEL	424	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5QJE6	DNTTIP2	756	0	2	0	2	4	0	1	1	2	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0
Q5R372	RABGAP1L	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	2	0	1	0	1	1
Q5R3I4	TTC38	469	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5RKV6	EXOSC6	272	3	1	5	2	2	1	3	2	2	2	4	2	2	0	0	4	4	5	5	4	7	5	6	4	5	5	4
Q5RL73	RBM48	367	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SNT2	TMEM201	666	1	1	1	2	2	1	0	2	1	0	0	0	0	0	0	0	3	1	0	1	0	1	1	0	1	2	1
Q5SQI0	ATAT1	421	2	3	2	0	3	4	1	1	0	3	2	9	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0
Q5SQN1	SNAP47	464	1	3	4	1	1	7	2	2	2	2	3	5	6	3	1	1	4	2	1	1	1	0	0	1	1	1	1
Q5SRE5	NUP188	1749	0	0	0	4	1	0	4	3	4	3	2	3	2	2	3	10	11	7	14	7	10	16	9	11	12	9	8
Q5SSJ5	HP1BP3	553	6	3	3	9	10	4	9	3	8	5	6	4	6	6	7	11	13	11	19	19	22	16	18	17	15	13	19
Q5ST30	VARS2	1063	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SVZ6	ZMYM1	1142	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	1	2	4	1	2	3	0	0	1	0	2	0
Q5SW79	CEP170	1584	61	58	54	22	20	42	34	52	40	49	55	54	56	41	54	54	59	67	56	41	50	48	54	53	34	53	43
Q5SW96	LDLRAP1	308	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SWA1	PPP1R15B	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Q5SWX8	ODR4	454	5	5	5	0	0	5	3	7	1	3	2	2	3	2	2	0	0	0	0	1	0	0	0	0	0	1	0
Q5SXM2	SNAPC4	1469	0	0	0	4	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Q5SY16	NOL9	702	10	13	7	14	13	7	15	10	15	8	10	5	12	10	5	20	17	20	21	20	16	18	17	14	17	23	18
Q5SYE7	NHSL1	1610	5	6	9	1	3	7	1	7	2	3	2	9	9	6	7	5	9	4	3	2	4	3	4	5	5	2	3
Q5T011	SZT2	3432	0	0	1	0	1	1	0	3	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Q5T0F9	CC2D1B	858	3	3	3	2	2	7	2	6	3	2	3	2	4	4	3	0	0	2	0	0	0	0	0	1	0	0	0
Q5T0N5	FNBP1L	605	16	16	18	0	1	21	9	16	12	19	10	13	17	13	14	4	5	4	2	4	3	1	3	3	3	2	3
Q5T0W9	FAM83B	1011	3	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Q5T0Z8	C6orf132	1188	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q5T1J5	CHCHD2P9	151	1	0	4	6	1	0	1	0	1	0	1	0	0	0	0	2	2	2	4	2	3	2	2	2	5	6	2
Q5T1M5	FKBP15	1219	2	0	1	0	0	2	0	0	1	5	6	5	10	7	4	6	5	3	3	1	2	4	2	5	1	0	2
Q5T1V6	DDX59	619	23	26	23	35	37	20	29	20	26	11	11	18	12	16	10	5	6	5	5	5	5	0	0	1	3	2	1
Q5T200	ZC3H13	1668	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T280	SPOUT1	376	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	3	0	0	0	0
Q5T2E6	ARMH3	689	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q5T2S8	ODAD2	1044	3	1	3	2	0	1	2	2	1	1	1	1	0	0	0	0	2	2	0	0	0	1	1	0	0	1	2
Q5T2T1	MPP7	576	3	3	3	0	0	12	6	14	9	3	3	1	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0
Q5T3I0	GPATCH4	446	1	2	1	4	5	2	3	1	3	0	1	0	2	0	0	5	7	10	4	5	9	1	3	1	3	1	3
Q5T3J3	LRIF1	769	0	1	0	3	2	0	2	0	1	0	1	1	0	0	0	10	13	9	17	13	13	5	8	5	8	11	6
