Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q9P6N4	reviewed	PEP5_SCHPO	E3 ubiquitin-protein ligase pep5 (EC 2.3.2.27) (Carboxypeptidase Y-deficient protein 5) (Histone E3 ligase pep5) (RING-type E3 ubiquitin transferase pep5) (Vacuolar protein sorting-associated protein 11)	vps11 pep5 SPAC823.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	906	vps11
Q9Y7R4	reviewed	SET1_SCHPO	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component set1) (Lysine N-methyltransferase 2) (SET domain-containing protein 1) (Set1 complex component set1) (Set1C component set1) (Spset1)	set1 kmt2 SPCC306.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	920	set1
Q7ZUY3	reviewed	H2AX_DANRE	Histone H2AX (H2a/x) (Histone H2A.X)	h2ax zgc:56329	Danio rerio (Zebrafish) (Brachydanio rerio)	142	h2ax
Q54WG6	reviewed	H2AX_DICDI	Histone H2AX (H2a/x) (Histone H2A.X)	H2AX DDB_G0279667	Dictyostelium discoideum (Social amoeba)	154	H2AX
P0CC09	reviewed	H2A2A_RAT	Histone H2A type 2-A (H2A-clustered histone 18) (Histone H2A.2)	H2ac18 Hist2h2aa3	Rattus norvegicus (Rat)	130	H2ac18
Q6T367	reviewed	CENH3_ORYSJ	Histone H3-like centromeric protein CENH3 (Centromeric histone CENH3) (Centromeric histone H3)	CENH3 Os05g0489800 LOC_Os05g41080 OJ1119_H02.19 OsJ_19013	Oryza sativa subsp. japonica (Rice)	164	CENH3
Q76NW2	reviewed	H4_DICDI	Histone H4	H4a DDB_G0277183; H4b DDB_G0276863	Dictyostelium discoideum (Social amoeba)	108	H4a; H4b
P15796	reviewed	H12_CAEEL	Histone H1.2 (Histone H1-like protein 2)	hil-2 Y73B6BL.9	Caenorhabditis elegans	191	hil-2
Q00728	reviewed	H2A4_RAT	Histone H2A type 4 (Histone H2A, testis) (TH2A)		Rattus norvegicus (Rat)	130	
Q5R6G2	reviewed	JMJD6_PONAB	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR)	JMJD6 PTDSR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	403	JMJD6
Q5ZMK5	reviewed	JMJD6_CHICK	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR)	JMJD6 PTDSR RCJMB04_1m8	Gallus gallus (Chicken)	414	JMJD6
A3AGM4	reviewed	H2B1_ORYSJ	Histone H2B.1	H2B1 Os03g0279000 LOC_Os03g17084 OsJ_009946	Oryza sativa subsp. japonica (Rice)	152	H2B1
Q7GBK0	reviewed	H2B7_ORYSJ	Histone H2B.7	H2B.7 OsH2B Os01g0152900 LOC_Os01g05970 P0009G03.37 P0030H07.16	Oryza sativa subsp. japonica (Rice)	153	H2B.7
Q9FH09	reviewed	HDA7_ARATH	Histone deacetylase 7 (EC 3.5.1.98)	HDA7 At5g35600 K2K18.5	Arabidopsis thaliana (Mouse-ear cress)	409	HDA7
Q5M939	reviewed	HAT1_RAT	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1)	Hat1	Rattus norvegicus (Rat)	419	Hat1
A1A4R1	reviewed	H2A2C_BOVIN	Histone H2A type 2-C (H2A-clustered histone 20)	H2AC20	Bos taurus (Bovine)	129	H2AC20
Q9FXI7	reviewed	H3L2_ARATH	Histone H3-like 2 (Male gamete-specific histone H3)	MGH3 At1g19890 F6F9.5	Arabidopsis thaliana (Mouse-ear cress)	137	MGH3
Q94EJ2	reviewed	HDA8_ARATH	Histone deacetylase 8 (EC 3.5.1.98)	HDA8 At1g08460 T27G7.14 T27G7_7	Arabidopsis thaliana (Mouse-ear cress)	377	HDA8
Q9LGH4	reviewed	H2B6_ORYSJ	Histone H2B.6	H2B.6 Os01g0153100 LOC_Os01g05970 OsJ_000406 P0009G03.42	Oryza sativa subsp. japonica (Rice)	153	H2B.6
P26569	reviewed	H12_ARATH	Histone H1.2	At2g30620 T06B20.3	Arabidopsis thaliana (Mouse-ear cress)	273	
Q94JE1	reviewed	H2B5_ORYSJ	Histone H2B.5	H2B.5 Os01g0153300 LOC_Os01g06010 OsJ_000408 P0030H07.24	Oryza sativa subsp. japonica (Rice)	155	H2B.5
Q94JJ7	reviewed	H2B3_ORYSJ	Histone H2B.3	H2B.3 Os01g0149400 LOC_Os01g05610 OsJ_000370 P0434B04.27	Oryza sativa subsp. japonica (Rice)	153	H2B.3
Q9LGI2	reviewed	H2B10_ORYSJ	Histone H2B.10	H2B.10 Os01g0152300 LOC_Os01g05900 OsJ_000397 P0009G03.29 P0030H07.8	Oryza sativa subsp. japonica (Rice)	153	H2B.10
A5PK61	reviewed	H3C_BOVIN	Histone H3.3C	H3-5	Bos taurus (Bovine)	136	H3-5
A7MAZ5	reviewed	H13_BOVIN	Histone H1.3	H1-3	Bos taurus (Bovine)	221	H1-3
Q2RAD9	reviewed	H32_ORYSJ	Histone H3.2	Os01g0866200 LOC_Os01g64640 OsJ_004096 P0505D12.33; Os04g0419600 LOC_Os04g34240 OsJ_014206 OSJNBb0108J11.17; Os05g0438700 LOC_Os05g36280 OSJNBb0042J17.11; H3R-11 Os06g0159501 LOC_Os06g06460 OsJ_019386 P0702F05.33; Os06g0160001 P0681F10.3 P0702F05.38; Os06g0160100 LOC_Os06g06510 P0681F10.4 P0702F05.39; H3R-21 Os11g0155900 LOC_Os11g05730 OSJNBb0030I09	Oryza sativa subsp. japonica (Rice)	136	; ; ; H3R-11; ; ; H3R-21
Q6F362	reviewed	H2B9_ORYSJ	Histone H2B.9	H2B.9 Os05g0574300 LOC_Os05g49860 OJ1268_B08.6 OJ1735_C10.24 OsJ_018845 OsJ_19633	Oryza sativa subsp. japonica (Rice)	152	H2B.9
Q6PC60	reviewed	H2B3_DANRE	Histone H2B 3	hist2h2l zgc:73093	Danio rerio (Zebrafish) (Brachydanio rerio)	126	hist2h2l
Q943L2	reviewed	H2B11_ORYSJ	Histone H2B.11	H2B.11 Os01g0839500 LOC_Os01g62230 OsJ_003922 P0031D11.32 P0408C03.7	Oryza sativa subsp. japonica (Rice)	139	H2B.11
Q9LGH8	reviewed	H2B8_ORYSJ	Histone H2B.8	H2B.8 Os01g0152700 LOC_Os01g05950 OsJ_000402 P0009G03.35 P0030H07.14	Oryza sativa subsp. japonica (Rice)	153	H2B.8
Q6ZBP3	reviewed	H2B2_ORYSJ	Histone H2B.2	H2B.2 Os08g0490900 LOC_Os08g38300 OsJ_026648 P0605H02.39	Oryza sativa subsp. japonica (Rice)	150	H2B.2
Q94JJ4	reviewed	H2B4_ORYSJ	Histone H2B.4	H2B.4 Os01g0149600 LOC_Os01g05630 OsJ_000372 P0434B04.31	Oryza sativa subsp. japonica (Rice)	153	H2B.4
Q9FYH1	reviewed	HAC2_ARATH	Histone acetyltransferase HAC2 (EC 2.3.1.48)	HAC2 PCAT1 At1g67220 F1N21.4	Arabidopsis thaliana (Mouse-ear cress)	1367	HAC2
Q9LE42	reviewed	HAC5_ARATH	Histone acetyltransferase HAC5 (EC 2.3.1.48)	HAC5 PCAT4 At3g12980 MGH6.20 MGH6_9	Arabidopsis thaliana (Mouse-ear cress)	1670	HAC5
D3ZZW6	reviewed	HILS1_RAT	Histone H1.9 (Spermatid-specific linker histone H1-like protein)	H1-9 H1-9p H1f9 Hils1	Rattus norvegicus (Rat)	169	H1-9
Q09599	reviewed	SLBP_CAEEL	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)	cdl-1 R06F6.1	Caenorhabditis elegans	367	cdl-1
Q9M4T3	reviewed	HDT4_ARATH	Histone deacetylase HDT4 (HD-tuins protein 4) (Histone deacetylase 2d)	HDT4 HD2D HDA13 At2g27840 F15K20.6	Arabidopsis thaliana (Mouse-ear cress)	203	HDT4
Q6GND3	reviewed	JMD6A_XENLA	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-A (EC 1.14.11.-) (Histone arginine demethylase JMJD6-A) (JmjC domain-containing protein 6-A) (Jumonji domain-containing protein 6-A) (Lysyl-hydroxylase JMJD6-A) (Peptide-lysine 5-dioxygenase JMJD6-A) (Phosphatidylserine receptor-A) (Protein PTDSR-A)	jmjd6-a ptdsr-a	Xenopus laevis (African clawed frog)	403	jmjd6-a
Q7ZX37	reviewed	JMD6B_XENLA	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-B (EC 1.14.11.-) (Histone arginine demethylase JMJD6-B) (JmjC domain-containing protein 6-B) (Jumonji domain-containing protein 6-B) (Lysyl-hydroxylase JMJD6-B) (Peptide-lysine 5-dioxygenase JMJD6-B) (Phosphatidylserine receptor-B) (Protein PTDSR-B)	jmjd6-b ptdsr-b	Xenopus laevis (African clawed frog)	403	jmjd6-b
Q09440	reviewed	HDA2_CAEEL	Putative histone deacetylase 2 (EC 3.5.1.98)	hda-2 C08B11.2	Caenorhabditis elegans	507	hda-2
Q27876	reviewed	H2B4_CAEEL	Probable histone H2B 4	his-48 B0035.8; his-58 F54E12.4; his-62 F55G1.3; his-66 H02I12.6	Caenorhabditis elegans	123	his-48; his-58; his-62; his-66
Q6YV04	reviewed	HDAC2_ORYSJ	Histone deacetylase 2 (OsHDAC2) (EC 3.5.1.98)	HDAC2 HDA710 Os02g0215200 LOC_Os02g12380 B1307A11.3-1 OJ1006_D05.31-1 OsJ_05884	Oryza sativa subsp. japonica (Rice)	509	HDAC2
Q5M8Q2	reviewed	H2AL1_MOUSE	Histone H2A-like 1 (H2A.L.1) (H2AL1) (Histone H2Alike 1)	H2al1a; H2al1c; H2al1d; H2al1f; H2al1g; H2al1h; H2al1i	Mus musculus (Mouse)	105	H2al1a; H2al1c; H2al1d; H2al1f; H2al1g; H2al1h; H2al1i
Q3THW5	reviewed	H2AV_MOUSE	Histone H2A.V (H2A.F/Z) (H2A.Z variant histone 2)	H2az2 H2afv H2av	Mus musculus (Mouse)	128	H2az2
Q9LFF6	reviewed	H2B8_ARATH	Histone H2B.8 (HTB6)	At3g53650 F4P12.350	Arabidopsis thaliana (Mouse-ear cress)	138	
Q9LZ45	reviewed	H2B9_ARATH	Histone H2B.9 (HTB10)	At5g02570 T22P11.160	Arabidopsis thaliana (Mouse-ear cress)	132	
Q9SF55	reviewed	H2B5_ARATH	Histone H2B.5 (HTB7)	At3g09480 F11F8.5	Arabidopsis thaliana (Mouse-ear cress)	126	
Q27484	reviewed	H2B3_CAEEL	Probable histone H2B 3	his-41 C50F4.5	Caenorhabditis elegans	123	his-41
Q7SXS8	reviewed	HPF1_DANRE	Histone PARylation factor 1	hpf1 zgc:101819	Danio rerio (Zebrafish) (Brachydanio rerio)	348	hpf1
Q7Y0Y8	reviewed	HDAC1_ORYSJ	Histone deacetylase 1 (OsHDAC1) (EC 3.5.1.98)	HDAC1 HDA702 Os06g0583400 LOC_Os06g38470 P0498C03.28-1	Oryza sativa subsp. japonica (Rice)	518	HDAC1
Q91WA3	reviewed	HDA11_MOUSE	Histone deacetylase 11 (HD11) (EC 3.5.1.98)	Hdac11	Mus musculus (Mouse)	347	Hdac11
Q9SGE3	reviewed	H2B2_ARATH	Histone H2B.2 (HTB8)	At1g08170 T23G18.3 T6D22.26	Arabidopsis thaliana (Mouse-ear cress)	243	
Q9ZUS0	reviewed	H2B4_ARATH	Histone H2B.4 (HTB5)	At2g37470 F3G5.26	Arabidopsis thaliana (Mouse-ear cress)	138	
Q5BJA5	reviewed	H2B1_DANRE	Histone H2B 1/2	zgc:112234; zgc:114046	Danio rerio (Zebrafish) (Brachydanio rerio)	124	; 
Q6PBI4	reviewed	HDA9B_DANRE	Histone deacetylase 9-B (EC 3.5.1.98)	hdac9b hdac9	Danio rerio (Zebrafish) (Brachydanio rerio)	582	hdac9b
Q3SZB8	reviewed	H3CL_BOVIN	Histone H3.3C-like		Bos taurus (Bovine)	136	
Q9SI96	reviewed	H2B3_ARATH	Histone H2B.3 (HTB3)	At2g28720 T11P11.3	Arabidopsis thaliana (Mouse-ear cress)	151	
Q95Q98	reviewed	JHD1_CAEEL	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) ([Histone-H3]-lysine-36 demethylase 1)	jhdm-1 T26A5.5	Caenorhabditis elegans	1076	jhdm-1
Q9VNI3	reviewed	HPF1_DROME	Histone PARylation factor 1-like	CG1218	Drosophila melanogaster (Fruit fly)	449	
O81826	reviewed	H2A3_ARATH	Probable histone H2A.3 (HTA2)	At4g27230 M4I22.40	Arabidopsis thaliana (Mouse-ear cress)	131	
Q8R1M2	reviewed	H2AJ_MOUSE	Histone H2A.J (H2a/j)	H2aj	Mus musculus (Mouse)	129	H2aj
Q94F49	reviewed	H2A5_ARATH	Probable histone H2A.5 (HTA7)	At5g27670 F15A18.130	Arabidopsis thaliana (Mouse-ear cress)	150	
Q9U281	reviewed	H332_CAEEL	Histone H3.3 type 2	his-72 Y49E10.6	Caenorhabditis elegans	136	his-72
Q0JCT1	reviewed	H33_ORYSJ	Histone H3.3 (H3.2)	H3 RH3 RH3.2A Os03g0390600 LOC_Os03g27310 OSJNBa0017N12.5; Os04g0450800 LOC_Os04g37780; Os06g0130900 LOC_Os06g04030 P0493C11.10	Oryza sativa subsp. japonica (Rice)	136	H3; ; 
Q64598	reviewed	H2A1F_RAT	Histone H2A type 1-F		Rattus norvegicus (Rat)	130	
Q10453	reviewed	H331_CAEEL	Histone H3.3 type 1	his-71 F45E1.6	Caenorhabditis elegans	136	his-71
Q32L48	reviewed	H2B1N_BOVIN	Histone H2B type 1-N	H2BC15	Bos taurus (Bovine)	126	H2BC15
Q9C681	reviewed	H2A1_ARATH	Probable histone H2A.1 (HTA10)	At1g51060 F23H24.9	Arabidopsis thaliana (Mouse-ear cress)	132	
O44498	reviewed	SET9_CAEEL	Histone-lysine N-methyltransferase set-9 (EC 2.1.1.-)	set-9 F15E6.1	Caenorhabditis elegans	1623	set-9
P90917	reviewed	RBA1_CAEEL	Probable histone-binding protein rba-1	rba-1 K07A1.11	Caenorhabditis elegans	412	rba-1
Q9U263	reviewed	SET26_CAEEL	Histone-lysine N-methyltransferase set-26 (EC 2.1.1.355)	set-26 Y51H4A.12	Caenorhabditis elegans	1645	set-26
Q67UR2	reviewed	GW6A_ORYSJ	Acetyl transferase GW6a (EC 2.3.1.-) (GNAT-like histone acetyltransferase 1) (OsglHAT1) (Histone H4 acetyltransferase) (Protein GRAIN WEIGHT ON CHROMOSOME 6)	GW6A GNAT1 HAT1 Os06g0650300 LOC_Os06g44100 P0453H04.20	Oryza sativa subsp. japonica (Rice)	419	GW6A
P19782	reviewed	PRM2_BOVIN	Protamine-2 (Sperm histone P2) (Sperm protamine P2)	PRM2	Bos taurus (Bovine)	115	PRM2
Q9FJT8	reviewed	HATB_ARATH	Histone acetyltransferase type B catalytic subunit (HAT B) (EC 2.3.1.48)	HAG2 HAT1 At5g56740 MIK19.19	Arabidopsis thaliana (Mouse-ear cress)	467	HAG2
Q9M2Z2	reviewed	WDR5A_ARATH	COMPASS-like H3K4 histone methylase component WDR5A (AtWDR5A)	WDR5A At3g49660 T16K5.10	Arabidopsis thaliana (Mouse-ear cress)	317	WDR5A
Q9W1V3	reviewed	FBRL_DROME	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)	Fib CG9888	Drosophila melanogaster (Fruit fly)	344	Fib
Q5FVR4	reviewed	ERI1_RAT	3'-5' exoribonuclease 1 (EC 3.1.-.-) (Histone mRNA 3'-exonuclease 1)	Eri1 Thex1	Rattus norvegicus (Rat)	345	Eri1
Q04751	reviewed	NAA40_YEAST	N-alpha-acetyltransferase 40 (EC 2.3.1.257) (Histone-specific N-acetyltransferase NAT4)	NAT4 YMR069W YM9916.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285	NAT4
Q9V6L0	reviewed	KDM4B_DROME	Probable lysine-specific demethylase 4B (EC 1.14.11.66) (Probable JmjC domain-containing histone demethylation protein 3B) (Probable [histone H3]-trimethyl-L-lysine(9) demethylase 4B)	Kdm4B CG33182	Drosophila melanogaster (Fruit fly)	590	Kdm4B
Q54HI0	reviewed	ANM2_DICDI	Protein arginine N-methyltransferase 2 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT2)	prmt2 DDB_G0289445	Dictyostelium discoideum (Social amoeba)	512	prmt2
Q6DHG0	reviewed	SETD7_DANRE	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (SET domain-containing protein 7)	setd7 zgc:92330	Danio rerio (Zebrafish) (Brachydanio rerio)	373	setd7
Q6NWG4	reviewed	ANM6_DANRE	Protein arginine N-methyltransferase 6 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT6)	prmt6	Danio rerio (Zebrafish) (Brachydanio rerio)	349	prmt6
Q9C944	reviewed	H2AV3_ARATH	Probable histone H2A variant 3 (H2A.F/Z 3) (HTA9)	At1g52740 F14G24.1	Arabidopsis thaliana (Mouse-ear cress)	134	
Q12161	reviewed	PSH1_YEAST	RING finger protein PSH1 (POB3/SPT16 histone-associated protein 1)	PSH1 YOL054W O1263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406	PSH1
Q54EF2	reviewed	ANM1_DICDI	Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1)	prmt1 DDB_G0291556	Dictyostelium discoideum (Social amoeba)	341	prmt1
Q7SXM0	reviewed	HDAC8_DANRE	Histone deacetylase 8 (HD8) (EC 3.5.1.98) (Protein deacetylase HDAC8) (EC 3.5.1.-) (Protein decrotonylase HDAC8) (EC 3.5.1.-)	hdac8	Danio rerio (Zebrafish) (Brachydanio rerio)	378	hdac8
Q1L8U8	reviewed	STB1A_DANRE	Histone-lysine N-methyltransferase SETDB1-A (EC 2.1.1.354) (SET domain bifurcated 1A)	setdb1a si:ch211-81a5.6	Danio rerio (Zebrafish) (Brachydanio rerio)	1436	setdb1a
Q5E9L5	reviewed	ANM6_BOVIN	Protein arginine N-methyltransferase 6 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT6)	PRMT6 HRMT1L6	Bos taurus (Bovine)	375	PRMT6
Q6P3H7	reviewed	RBBP4_DANRE	Histone-binding protein RBBP4 (Retinoblastoma-binding protein 4) (RBBP-4)	rbbp4 rbb4	Danio rerio (Zebrafish) (Brachydanio rerio)	424	rbbp4
Q9VXB3	reviewed	SAP30_DROME	Histone deacetylase complex subunit SAP30 homolog (SIN3-associated polypeptide 30)	Sap30 CG4756	Drosophila melanogaster (Fruit fly)	173	Sap30
Q08BR4	reviewed	STB1B_DANRE	Histone-lysine N-methyltransferase SETDB1-B (EC 2.1.1.354) (SET domain bifurcated 1B)	setdb1b zgc:152899	Danio rerio (Zebrafish) (Brachydanio rerio)	1216	setdb1b
P40286	reviewed	H1T_MACMU	Histone H1t (Testicular H1 histone)	H1-6 H1FT H1T	Macaca mulatta (Rhesus macaque)	208	H1-6
Q3E829	reviewed	CENPX_YEAST	Inner kinetochore subunit MHF2 (CENP-X homolog) (Constitutive centromere-associated network protein MHF2) (MHF histone-fold complex subunit 2) (MPH1-associated histone-fold protein 2)	MHF2 YDL160C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	MHF2
Q3E835	reviewed	CENPS_YEAST	Inner kinetochore subunit MHF1 (CENP-S homolog) (Constitutive centromere-associated network protein MHF1) (MHF histone-fold complex subunit 1) (MPH1-associated histone-fold protein 1)	MHF1 YOL086W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90	MHF1
Q6IQX0	reviewed	KD5BB_DANRE	Lysine-specific demethylase 5B-B (EC 1.14.11.67) (Histone demethylase JARID1B-B) (Jumonji/ARID domain-containing protein 1B-B) ([histone H3]-trimethyl-L-lysine(4) demethylase 5B-B)	kdm5bb jarid1b jarid1bb si:dkey-193l3.2 zgc:85741	Danio rerio (Zebrafish) (Brachydanio rerio)	1503	kdm5bb
C0SV12	reviewed	JMJ29_ARATH	Lysine-specific demethylase JMJ29 (EC 1.14.11.-) (Jumonji domain-containing protein 29) (AtJMJ29) (Protein JUMONJI 29) (Lysine-specific histone demethylase JMJ29) ([histone H3]-trimethyl-L-lysine monodemethylase JMJ29)	JMJ29 At1g62310 F24O1.3	Arabidopsis thaliana (Mouse-ear cress)	883	JMJ29
P02274	reviewed	H2A1_TETPY	Histone H2A.1 (Histone H2A.2)	HTA2	Tetrahymena pyriformis	133	HTA2
Q1LY77	reviewed	SE1BA_DANRE	Histone-lysine N-methyltransferase SETD1B-A (EC 2.1.1.354) (SET domain-containing protein 1B-A)	setd1ba setd1b si:dkey-237o15.4	Danio rerio (Zebrafish) (Brachydanio rerio)	1844	setd1ba
Q7K4H4	reviewed	NO66_DROME	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (EC 1.14.11.-) (EC 1.14.11.27) (Histone lysine demethylase NO66)	NO66 CG2982	Drosophila melanogaster (Fruit fly)	653	NO66
Q3C2E5	reviewed	H33_LOLMU	Histone H3.3 (Replacement histone H3)	RH3	Lolium multiflorum (Italian ryegrass) (Lolium perenne subsp. multiflorum)	136	RH3
Q9XG57	reviewed	H3L2_LILLO	Histone H3-like 2 (Generative cell-specific histone H3) (Histone gcH3)	gcH3	Lilium longiflorum (Trumpet lily)	100	gcH3
Q95Y12	reviewed	SET23_CAEEL	Probable histone-lysine N-methyltransferase set-23 (EC 2.1.1.-) (SET-domain containing protein 23)	set-23 Y41D4B.12	Caenorhabditis elegans	244	set-23
Q2Z2F6	reviewed	H3L3_LILLO	Histone H3-like 3 (Histone leH3) (Late embryonic-like histone H3)	leH3	Lilium longiflorum (Trumpet lily)	155	leH3
Q2Z2F4	reviewed	H33B_LILLO	Histone H3.3b (Histone soH3-1) (Somatic-like histone H3-1)	soH3-1	Lilium longiflorum (Trumpet lily)	137	soH3-1
Q402E2	reviewed	H33A_LILLO	Histone H3.3a (Histone soH3-2) (Somatic-like histone H3-2)	MPH3 soH3-2	Lilium longiflorum (Trumpet lily)	136	MPH3
A2QRR5	reviewed	H3_ASPNC	Histone H3	hht1 An08g06960	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	136	hht1
A2QY49	reviewed	H2B_ASPNC	Histone H2B	htb1 An11g11310	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	141	htb1
A4RCX7	reviewed	H3_PYRO7	Histone H3	HHT1 MGG_01159	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	136	HHT1
A5DWF0	reviewed	H2B_LODEL	Histone H2B	HTB1 LELG_01686	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)	131	HTB1
O74268	reviewed	H2A_BOTFB	Histone H2A	hta1 BC1G_11316	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	136	hta1
P02269	reviewed	H2A_ASTRU	Histone H2A		Asterias rubens (Common European starfish) (Asterias vulgaris)	125	
P0CT13	reviewed	H2B_PYRO7	Histone H2B	HTB1 MGG_03578	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	137	HTB1
P62798	reviewed	H4_XENBO	Histone H4		Xenopus borealis (Kenyan clawed frog)	103	
P62800	reviewed	H4_CAIMO	Histone H4		Cairina moschata (Muscovy duck)	103	
P84054	reviewed	H2A_DROSI	Histone H2A	His2A H2a; GD24469	Drosophila simulans (Fruit fly)	124	His2A; 
P84236	reviewed	H3_DROHY	Histone H3	His3	Drosophila hydei (Fruit fly)	136	His3
Q0CBD1	reviewed	H2B_ASPTN	Histone H2B	htb1 ATEG_09003	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	140	htb1
Q28DR4	reviewed	H4_XENTR	Histone H4	TGas006m08.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	103	
Q2HH37	reviewed	H2A_CHAGB	Histone H2A	HTA1 CHGG_00467	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	134	HTA1
Q6C4I7	reviewed	H2B_YARLI	Histone H2B	HTB1 YALI0E26455g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	139	HTB1
Q7M400	reviewed	H2B_TETPY	Histone H2B		Tetrahymena pyriformis	121	
Q875B8	reviewed	H2A_PODAS	Histone H2A	HTA1 Pa5D0006	Podospora anserina (Pleurage anserina)	135	HTA1
Q8J1K2	reviewed	H2B_ROSNE	Histone H2B	hh2b htb1	Rosellinia necatrix (White root-rot fungus)	136	hh2b
Q9HGX4	reviewed	H2A_AGABI	Histone H2A		Agaricus bisporus (White button mushroom)	139	
P35065	reviewed	H2A1_TETTS	Histone H2A.1 (Histone H2A.2) (H2A2)	HTA2 TTHERM_00316500	Tetrahymena thermophila (strain SB210)	133	HTA2
P69149	reviewed	H31_TETPY	Histone H3 (H3S) (Major histone H3) [Cleaved into: H3F]		Tetrahymena pyriformis	136	
Q6GM86	reviewed	H2AX_XENLA	Histone H2AX (H2a/x) (Histone H2A.X)	h2ax	Xenopus laevis (African clawed frog)	139	h2ax
A1CJ09	reviewed	H2B_ASPCL	Histone H2B	htb1 ACLA_033360	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	140	htb1
A1D8G9	reviewed	H2B_NEOFI	Histone H2B	htb1 NFIA_071840	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	140	htb1
P04914	reviewed	H4_NEUCR	Histone H4	hH4-1 hhf1 B7K22.020 NCU01634; hH4-2 hhf2 NCU00212	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	103	hH4-1; hH4-2
P0CO02	reviewed	H2B_CRYNJ	Histone H2B	HTB1 CNB00560	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)	139	HTB1
P0CT12	reviewed	H2A_PYRO7	Histone H2A	HTA1 MGG_03577	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	136	HTA1
P10156	reviewed	H1_TETTS	Histone H1	HHO TTHERM_00823720	Tetrahymena thermophila (strain SB210)	164	HHO
P30757	reviewed	H2B_SIPNU	Histone H2B	H2B	Sipunculus nudus (Sipunculan worm)	123	H2B
