Source database	Reference DB	Reference ID	interaction detection name	interaction detection reference DB	interaction detection reference ID	Protein 1 confidence unit	Protein 1 confidence value	Protein 1 is overexpressed	Protein 1 is tagged	Protein 1 fullName	Protein 1 shortName	Protein 1 organism	Protein 1 xref DB	Protein 1 xref ID	Protein 2 confidence unit	Protein 2 confidence value	Protein 2 is overexpressed	Protein 2 is tagged	Protein 2 fullName	Protein 2 shortName	Protein 2 organism	Protein 2 xref DB	Protein 2 xref ID
MIPS	PubMed	9764818	copurification	MI	0025	boolean	0	false	false	"GRB2 or ASH; growth factor receptor-bound protein 2 (isoform GRB3-3); GRB2 adapter protein
 (isoform GRB3-3); SH2/SH3 adapter GRB2 (isoform GRB3-3)"	197	9606	SP	P29354_2	boolean	0	false	false	RET; Proto-oncogene tyrosine-protein kinase receptor ret	588	9606	SP	P07949
MIPS	PubMed	9764818	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	"GRB2 or ASH; growth factor receptor-bound protein 2 (isoform GRB3-3); GRB2 adapter protein
 (isoform GRB3-3); SH2/SH3 adapter GRB2 (isoform GRB3-3)"	197	9606	SP	P29354_2	boolean	0	false	false	RET; Proto-oncogene tyrosine-protein kinase receptor ret	588	9606	SP	P07949
MIPS	PubMed	9843949	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	BAK; Apoptosis regulator BAK	591	9606	SP	Q16611	boolean	0	false	false	VDAC;VDAC1; Voltage-dependent anion-selective channel protein 1	590	9606	SP	P21796
MIPS	PubMed	9843949	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BAX; Apoptosis regulator BAX, membrane isoform alpha	589	9606	SP	Q07812	boolean	0	false	false	VDAC;VDAC1; Voltage-dependent anion-selective channel protein 1	590	9606	SP	P21796
MIPS	PubMed	9843949	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	VDAC;VDAC1; Voltage-dependent anion-selective channel protein 1	590	9606	SP	P21796	boolean	1	false	false	BAX; Apoptosis regulator BAX, membrane isoform alpha	589	9606	SP	Q07812
MIPS	PubMed	9760254	two hybrid	MI	0018	boolean	0	false	false	PRKAR1A; cAMP-dependent protein kinase regulatory subunit RIalpha	592	10090	TREMBL	Q9JHR5	boolean	0	false	false	COX5B; Cytochrome c oxidase polypeptide Vb, mitochondrial precursor	593	9606	SP	P10606
MIPS	PubMed	9760254	copurification	MI	0025	boolean	0	false	false	PRKAR1A; cAMP-dependent protein kinase regulatory subunit RIalpha	592	10090	TREMBL	Q9JHR5	boolean	0	false	false	COX5B; Cytochrome c oxidase polypeptide Vb, mitochondrial precursor	593	9606	SP	P10606
MIPS	PubMed	9760254	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	; cAMP-dependent protein kinase regulatory subunit RIalpha	594	10029	TREMBL	-	boolean	0	false	false	; Cytochrome c oxidase polypeptide Vb	595	10029	TREMBL	-
MIPS	PubMed	9756848	cross-linking studies	MI	0030	boolean	0	false	false	TOP1; DNA topoisomerase I	383	9606	SP	P11387	boolean	0	false	false	PSF; Polypyrimidine tract-binding protein-associated splicing factor	596	9606	SP	P23246
MIPS	PubMed	9756848	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	TOP1; DNA topoisomerase I	383	9606	SP	P11387	boolean	0	false	false	PSF; Polypyrimidine tract-binding protein-associated splicing factor	596	9606	SP	P23246
MIPS	PubMed	9756848	copurification	MI	0025	boolean	0	false	false	TOP1; DNA topoisomerase I	383	9606	SP	P11387	boolean	0	false	false	PSF; Polypyrimidine tract-binding protein-associated splicing factor	596	9606	SP	P23246
MIPS	PubMed	9751722	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	VHL; Von Hippel-Lindau disease tumor suppressor (G7 protein)	440	9606	SP	P40337	boolean	0	false	false	; Elongin B (RNA polymerase II transcription factor SIII P18 subunit)	442	9606	SP	Q15370
MIPS	PubMed	9751722	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	VHL; Von Hippel-Lindau disease tumor suppressor (G7 protein)	440	9606	SP	P40337	boolean	0	false	false	; Elongin C (RNA polymerase II elongation factor SIII, p15 subunit (Transcription elongation factor B (SIII), polypeptide 1)	443	9606	SP	Q15369
MIPS	PubMed	9751722	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	VHL; Von Hippel-Lindau disease tumor suppressor (G7 protein)	440	9606	SP	P40337	boolean	0	false	false	CUL2; Cullin homolog 2 (Cul-2)	441	9606	SP	Q13617
MIPS	PubMed	11314026	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	TP53; Cellular tumor antigen p53	597	10090	SP	P02340	boolean	1	false	false	E2F1; transcription factor E2F1	242	10090	SP	Q61501
MIPS	PubMed	11314026	copurification	MI	0025	boolean	1	false	false	E2F1; transcription factor E2F1	242	10090	SP	Q61501	boolean	1	false	false	TP53; Cellular tumor antigen p53	597	10090	SP	P02340
MIPS	PubMed	11314026	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	MDM2; Ubiquitin-protein ligase E3 Mdm2	598	10090	SP	P23804	boolean	1	false	false	TP53; Cellular tumor antigen p53	597	10090	SP	P02340
MIPS	PubMed	11314026	copurification	MI	0025	boolean	1	false	false	TP53; Cellular tumor antigen p53	597	10090	SP	P02340	boolean	1	false	false	E2F1; transcription factor E2F1	242	10090	SP	Q61501
MIPS	PubMed	9733801	two hybrid	MI	0018	boolean	0	false	false	AP2K2;PRKMK2;MEK2;MKK2; Dual specificity mitogen-activated protein kinase kinase 2	601	10090	SP	Q63932	boolean	0	false	false	BRAF;B-RAF; B-Raf protein	602	10090	TREMBL	Q9JJU6
MIPS	PubMed	9733801	two hybrid	MI	0018	boolean	0	false	false	MAP2K;PRKMK1;MEK1; Dual specificity mitogen-activated protein kinase kinase 1	600	10090	SP	P31938	boolean	0	false	false	BRAF;B-RAF; B-Raf protein	602	10090	TREMBL	Q9JJU6
MIPS	PubMed	9733801	two hybrid	MI	0018	boolean	0	false	false	MAP2K;PRKMK1;MEK1; Dual specificity mitogen-activated protein kinase kinase 1	600	10090	SP	P31938	boolean	0	false	false	RAF1; CRAF; Protein kinase raf 1	599	10090	TREMBL	Q99N57
MIPS	PubMed	9733801	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	MAP2K;PRKMK1;MEK1; Dual specificity mitogen-activated protein kinase kinase 1	600	10090	SP	P31938	boolean	0	false	false	BRAF;B-RAF; B-Raf protein	602	10090	TREMBL	Q9JJU6
MIPS	PubMed	9733801	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	BRAF;B-RAF; B-Raf protein	602	10090	TREMBL	Q9JJU6	boolean	0	false	false	MAP2K;PRKMK1;MEK1; Dual specificity mitogen-activated protein kinase kinase 1	600	10090	SP	P31938
MIPS	PubMed	9843412	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PSEN1; Presenilin 1	484	10090	SP	P49769	boolean	0	false	false	; chaperone protein GRP94	515	40674	TREMBL	-
MIPS	PubMed	9733801	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	MAP2K;PRKMK1;MEK1; Dual specificity mitogen-activated protein kinase kinase 1	600	10090	SP	P31938	boolean	0	false	false	RAF1; CRAF; Protein kinase raf 1	599	10090	TREMBL	Q99N57
MIPS	PubMed	9733801	two hybrid	MI	0018	boolean	0	false	false	AP2K2;PRKMK2;MEK2;MKK2; Dual specificity mitogen-activated protein kinase kinase 2	601	10090	SP	Q63932	boolean	0	false	false	RAF1; CRAF; Protein kinase raf 1	599	10090	TREMBL	Q99N57
MIPS	PubMed		two hybrid	MI	0018	boolean	1	false	false	DTNA;DTN; Dystrobrevin alpha	605	10090	SP	Q9D2N4	boolean	1	false	false	DMD; Dystrophin	500	10090	SP	P11531
MIPS	PubMed	9732287	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DTNA;DTN; Dystrobrevin alpha	605	10090	SP	Q9D2N4	boolean	1	false	false	DMD; Dystrophin	500	10090	SP	P11531
MIPS	PubMed	9732287	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DTNA;DTN; Dystrobrevin alpha	605	10090	SP	Q9D2N4	boolean	1	false	false	; Utrophin	608	10090	SP	Q8BJ20
MIPS	PubMed	9732287	two hybrid	MI	0018	boolean	1	false	false	DTNA;DTN; Dystrobrevin alpha	605	10090	SP	Q9D2N4	boolean	1	false	false	; Utrophin	608	10090	SP	Q8BJ20
MIPS	PubMed	9724754	two hybrid	MI	0018	boolean	1	false	false	STAT1; signal transducer and activator of transcription 1-alpha/beta	111	9606	SP	P42224	boolean	1	false	false	PIAS1; Protein inhibitor of activated STAT protein 1	609	9606	SP	O75925
MIPS	PubMed	9724754	two hybrid	MI	0018	boolean	1	false	false	STAT1; signal transducer and activator of transcription 1-alpha/beta	111	9606	SP	P42224	boolean	1	false	false	PIAS1; Protein inhibitor of activated STAT 1	610	10090	SP	O88907
MIPS	PubMed	9858594	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GNA11;GA11; Guanine nucleotide-binding protein G(Y), alpha subunit (Alpha-11)	606	9606	SP	P29992	boolean	1	false	false	RGS3; Regulator of G-protein signaling 3	607	9606	SP	P49796
MIPS	PubMed	9724754	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PIAS1; Protein inhibitor of activated STAT protein 1	609	9606	SP	O75925	boolean	1	false	false	STAT1; signal transducer and activator of transcription 1-alpha/beta	111	9606	SP	P42224
MIPS	PubMed	9724754	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PIAS3; Protein inhibitor of activated STAT protein 3	611	9606	SP	Q9Y6X2	boolean	1	false	false	STAT3; Signal transducer and activator of transcription 3	613	9606	TREMBL	P40763
MIPS	PubMed	9858594	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	GNAI3; Guanine nucleotide-binding protein G(k), alpha subunit (G(i) alpha-3)	612	10090	SP	Q9DC51	boolean	1	false	false	RGS3; Regulator of G-protein signaling 3	607	9606	SP	P49796
MIPS	PubMed	9712152	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	GNB1; Guanine nucleotide-binding protein G(I)/G(S)/G(T) beta subunit 1	269	10090	SP	P04901	boolean	0	false	false	; Tubulin alpha-1 chain	614	9913	TREMBL	P81947
MIPS	PubMed	9710638	two hybrid	MI	0018	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198	boolean	1	false	false	HIRIP1; Histone H2B	616	9606	TREMBL	O60814
MIPS	PubMed	9710638	copurification	MI	0025	boolean	1	false	false	HIRIP1; Histone H2B	616	9606	TREMBL	O60814	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198
MIPS	PubMed	9710638	copurification	MI	0025	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198	boolean	1	false	false	HIRIP1; Histone H2B	616	9606	TREMBL	O60814
MIPS	PubMed	9710638	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198	boolean	1	false	false	HIRIP1; Histone H2B	616	9606	TREMBL	O60814
MIPS	PubMed	9710638	copurification	MI	0025	boolean	1	false	false	H4F2; Histone H4	617	9606	SP	P02304	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198
MIPS	PubMed	9710638	two hybrid	MI	0018	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198	boolean	1	false	false	HIRIP3; HIRA-interacting protein 3	618	9606	SP	Q9BW71
MIPS	PubMed	9710638	copurification	MI	0025	boolean	1	false	false	HIRIP3; HIRA-interacting protein 3	618	9606	SP	Q9BW71	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198
MIPS	PubMed	9710638	copurification	MI	0025	boolean	1	false	false	HIRIP3; HIRA-interacting protein 3	618	9606	SP	Q9BW71	boolean	1	false	false	HIRIP1; Histone H2B	616	9606	TREMBL	O60814
MIPS	PubMed	9710638	copurification	MI	0025	boolean	1	false	false	HIRIP3; HIRA-interacting protein 3	618	9606	SP	Q9BW71	boolean	1	false	false	; Histone H3	619	9606	TREMBL	-
MIPS	PubMed	11342215	copurification	MI	0025	boolean	1	false	false	HIRIP5; HIRA-interacting protein 5	620	9606	SP	Q9UMS0	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198
MIPS	PubMed	11342215	two hybrid	MI	0018	boolean	1	false	false	HIRA; HIRA protein	615	9606	SP	P54198	boolean	1	false	false	HIRIP5; HIRA-interacting protein 5	620	9606	SP	Q9UMS0
MIPS	PubMed	7592647	copurification	MI	0025	boolean	1	false	false	PURA;PUR1; transcriptional activator protein PUR-alpha	434	9606	SP	Q00577	boolean	0	false	false	RB1; retinoblastoma-associated protein RB (retinoblastoma susceptibility protein)	40	9606	SP	P06400
MIPS	PubMed	7592647;9716182	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	; transcriptional activator protein PUR-alpha	622	9534	TREMBL	-	boolean	0	false	false	; retinoblastoma-associated protein RB (retinoblastoma susceptibility protein)	623	9534	TREMBL	-
MIPS	PubMed	9716182	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	; transcriptional activator protein PUR-alpha	622	9534	TREMBL	-	boolean	0	false	false	; cyclin A	624	9534	TREMBL	-
MIPS	PubMed	9858594	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	RGS3; Regulator of G-protein signaling 3	607	9606	SP	P49796	boolean	1	false	false	GNA11;GA11; Guanine nucleotide-binding protein G(Y), alpha subunit (Alpha-11)	606	9606	SP	P29992
MIPS	PubMed	9858594	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	RGS3; Regulator of G-protein signaling 3	607	9606	SP	P49796	boolean	1	false	false	GNAI3; Guanine nucleotide-binding protein G(k), alpha subunit (G(i) alpha-3)	625	9606	SP	P08754
MIPS	PubMed	9710602	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	SHC; Shc transforming protein	464	10116	TREMBL	Q9Z1I0	boolean	0	false	false	"GRB2 or ASH; growth factor receptor-bound protein 2 (isoform GRB3-3); GRB2 adapter protein
 (isoform GRB3-3); SH2/SH3 adapter GRB2 (isoform GRB3-3)"	197	9606	SP	P29354_2
MIPS	PubMed	9819401	copurification	MI	0025	boolean	1	false	false	SP1;TSFP1; transcription factor Sp1	193	9606	SP	P08047	boolean	0	false	false	PLZF; Zinc finger protein PLZF (promyelocytic leukemia protein PML)	627	9606	SP	Q05516
MIPS	PubMed	9819401	two hybrid	MI	0018	boolean	1	false	false	SP1;TSFP1; transcription factor Sp1	193	9606	SP	P08047	boolean	0	false	false	PLZF; Zinc finger protein PLZF (promyelocytic leukemia protein PML)	627	9606	SP	Q05516
MIPS	PubMed	9819401	two hybrid	MI	0018	boolean	0	false	false	PLZF; Zinc finger protein PLZF (promyelocytic leukemia protein PML)	627	9606	SP	Q05516	boolean	1	false	false	SP1;TSFP1; transcription factor Sp1	193	9606	SP	P08047
MIPS	PubMed	9819401	copurification	MI	0025	boolean	0	false	false	PLZF; Zinc finger protein PLZF (promyelocytic leukemia protein PML)	627	9606	SP	Q05516	boolean	1	false	false	SP1;TSFP1; transcription factor Sp1	193	9606	SP	P08047
MIPS	PubMed	9819401	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	PLZF; Zinc finger protein PLZF (promyelocytic leukemia protein PML)	627	9606	SP	Q05516	boolean	1	false	false	SP1;TSFP1; transcription factor Sp1	193	9606	SP	P08047
MIPS	PubMed	9710597	two hybrid	MI	0018	boolean	1	false	false	AR;NR3C4; Androgen receptor (Dihydrotestosterone receptor)	629	10116	SP	P15207	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846
MIPS	PubMed	9710597	two hybrid	MI	0018	boolean	1	false	false	AR;NR3C4; Androgen receptor (Dihydrotestosterone receptor)	629	10116	SP	P15207	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846
MIPS	PubMed	9710597	copurification	MI	0025	boolean	1	false	false	AR;NR3C4; Androgen receptor (Dihydrotestosterone receptor)	629	10116	SP	P15207	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846
MIPS	PubMed	9710597	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846	boolean	1	false	false	AR;NR3C4; Androgen receptor (Dihydrotestosterone receptor)	629	10116	SP	P15207
MIPS	PubMed	9710597	two hybrid	MI	0018	boolean	1	false	false	AR;NR3C4;DHTR; androgen receptor	321	9606	SP	P10275	boolean	0	false	false	RNF4; RING finger protein 4	630	10090	SP	Q9QZS2
MIPS	PubMed	9710597	two hybrid	MI	0018	boolean	0	false	false	ESR1;NR3A1;ESR;ESTR;ESTRA; Estrogen receptor	631	10090	SP	P19785	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846
MIPS	PubMed	9710597	two hybrid	MI	0018	boolean	0	false	false	PGR;NR3C3; Progesterone receptor	632	9606	SP	P06401	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846
MIPS	PubMed	9710597	copurification	MI	0025	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846	boolean	0	false	false	; TATA box binding protein	633	40674	TREMBL	-
MIPS	PubMed	9710597	copurification	MI	0025	boolean	0	false	false	RNF4; RING finger protein 4 (SNURF)	628	10116	SP	O88846	boolean	0	false	false	; Transcription initiation factor TFIID 30 kDa subunit	634	40674	TREMBL	-
MIPS	PubMed	10594036	two hybrid	MI	0018	boolean	1	false	false	TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130; Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)	621	9606	SP	O00268	boolean	1	false	false	TAF12;TAF2J;TAFII20;TAF15; Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)	635	9606	SP	Q16514
MIPS	PubMed	10594036	two hybrid	MI	0018	boolean	1	false	false	TAF12;TAF2J;TAFII20;TAF15; Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)	635	9606	SP	Q16514	boolean	1	false	false	TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130; Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)	621	9606	SP	O00268
MIPS	PubMed	10594036	two hybrid	MI	0018	boolean	1	false	false	TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130; Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)	621	9606	SP	O00268	boolean	1	false	false	TAF12;TAF2J;TAFII20;TAF15; Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)	635	9606	SP	Q16514
MIPS	PubMed	10594036	two hybrid	MI	0018	boolean	1	false	false	TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130; Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)	621	9606	SP	O00268	boolean	1	false	false	TAF12;TAF2J;TAFII20;TAF15; Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)	635	9606	SP	Q16514
MIPS	PubMed	10594036	copurification	MI	0025	boolean	1	false	false	TAF12;TAF2J;TAFII20;TAF15; Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)	635	9606	SP	Q16514	boolean	1	false	false	TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130; Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)	621	9606	SP	O00268
MIPS	PubMed	10594036	far western blotting	MI	0047	boolean	1	false	false	TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130; Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)	621	9606	SP	O00268	boolean	1	false	false	TAF12;TAF2J;TAFII20;TAF15; Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)	635	9606	SP	Q16514
MIPS	PubMed	10591629	two hybrid	MI	0018	boolean	0	false	false	RHPN1;GRBP; Rhophilin 1	636	10090	SP	Q61085	boolean	1	false	false	ROPN1;RPPN; Ropporin	637	10090	SP	Q9ESG2
MIPS	PubMed	10591629	copurification	MI	0025	boolean	1	false	false	ROPN1;RPPN; Ropporin	637	10090	SP	Q9ESG2	boolean	0	false	false	RHPN1;GRBP; Rhophilin 1	636	10090	SP	Q61085
MIPS	PubMed	10591629	copurification	MI	0025	boolean	1	false	false	ROPN1;RPPN; Ropporin	637	10090	SP	Q9ESG2	boolean	1	false	false	ROPN1;RPPN; Ropporin	637	10090	SP	Q9ESG2
MIPS	PubMed	10601570	two hybrid	MI	0018	boolean	0	false	false	TCF21;POD1; Transcription factor 21 (Pod-1/Capsulin)	638	9606	SP	O43680	boolean	0	false	false	TCF12;HTF4;HEB; Transcription factor 12	639	9606	SP	Q99081
MIPS	PubMed	10591629	two hybrid	MI	0018	boolean	1	false	false	ROPN1;RPPN; Ropporin	637	10090	SP	Q9ESG2	boolean	1	false	false	ROPN1;RPPN; Ropporin	637	10090	SP	Q9ESG2
MIPS	PubMed	10617118	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DLG4;PSD95; Presynaptic density protein 95 (Presynaptic protein SAP90)	126	10116	SP	P31016	boolean	1	false	false	GRIN2A; Glutamate (NMDA) receptor subunit epsilon 1 (precursor) (NR2A)	352	10116	SP	Q00959
MIPS	PubMed	10617118	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRIN2A; Glutamate (NMDA) receptor subunit epsilon 1 (precursor) (NR2A)	352	10116	SP	Q00959	boolean	1	false	false	DLG4;PSD95; Presynaptic density protein 95 (Presynaptic protein SAP90)	126	10116	SP	P31016
MIPS	PubMed	10617118	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DLG4;PSD95; Presynaptic density protein 95 (Presynaptic protein SAP90)	126	10116	SP	P31016	boolean	1	false	false	GRIN2B; Glutamate [NMDA] receptor subunit epsilon 2	354	10116	SP	Q00960
MIPS	PubMed	10617118	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRIN2B; Glutamate [NMDA] receptor subunit epsilon 2	354	10116	SP	Q00960	boolean	1	false	false	DLG4;PSD95; Presynaptic density protein 95 (Presynaptic protein SAP90)	126	10116	SP	P31016
MIPS	PubMed	10617585	two hybrid	MI	0018	boolean	1	false	false	TITF1;TTF1;NKX2-1;NKX2A; Thyroid transcription factor 1	640	9606	SP	P43699	boolean	1	false	false	RARA;NR1B1; retinoic acid receptor alpha (RAR-alpha)	295	9606	SP	P10276
MIPS	PubMed	10617585	two hybrid	MI	0018	boolean	1	false	false	TITF1;TTF1;NKX2-1;NKX2A; Thyroid transcription factor 1	640	9606	SP	P43699	boolean	1	false	false	NCOA2;TIF2; Nuclear receptor coactivator 2	641	9606	SP	Q15596
MIPS	PubMed	10620510	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	FOXK1;MNF; Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	642	10090	SP	P42128	boolean	1	false	false	SIN3B; Transcriptional repressor SIN3B	643	10090	SP	O54976
MIPS	PubMed	10620510	two hybrid	MI	0018	boolean	1	false	false	FOXK1;MNF; Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	642	10090	SP	P42128	boolean	1	false	false	SIN3B; Transcriptional repressor SIN3B	643	10090	SP	O54976
MIPS	PubMed	10620510	copurification	MI	0025	boolean	1	false	false	SIN3B; Transcriptional repressor SIN3B	643	10090	SP	O54976	boolean	1	false	false	FOXK1;MNF; Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	642	10090	SP	P42128
MIPS	PubMed	9707615	two hybrid	MI	0018	boolean	1	false	false	ATM; Serine-protein kinase ATM	644	10090	SP	Q62388	boolean	0	false	false	AP1B1; Adapter-related protein complex 1 beta 1 subunit (Beta-adaptin 1)	645	10090	SP	O35643
MIPS	PubMed	10625616	two hybrid	MI	0018	boolean	0	false	false	GABRR1; ionotropic gamma-aminobutyric acid receptor GABA(A)/GABA(C), subunit rho1	646	9606	SP	P24046	boolean	1	false	false	SLC6A9; Sodium- and chloride-dependent glycine transporter 1 (GlyT1) (GlyT-1)	647	9913	SP	Q28039
MIPS	PubMed	10625616	far western blotting	MI	0047	boolean	0	false	false	GABRR1; ionotropic gamma-aminobutyric acid receptor GABA(A)/GABA(C), subunit rho1	646	9606	SP	P24046	boolean	1	false	false	SLC6A9; Sodium- and chloride-dependent glycine transporter 1 (GlyT1) (GlyT-1)	647	9913	SP	Q28039
MIPS	PubMed	10625616	copurification	MI	0025	boolean	1	false	false	SLC6A9; Sodium- and chloride-dependent glycine transporter 1 (GlyT1) (GlyT-1)	647	9913	SP	Q28039	boolean	0	false	false	GABRR1; ionotropic gamma-aminobutyric acid receptor GABA(A)/GABA(C), subunit rho1	646	9606	SP	P24046
MIPS	PubMed	10625616	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	SLC6A9; Sodium- and chloride-dependent glycine transporter 1 (GlyT1) (GlyT-1)	647	9913	SP	Q28039	boolean	0	false	false	GABRR1; ionotropic gamma-aminobutyric acid receptor GABA(A)/GABA(C), subunit rho1	646	9606	SP	P24046
MIPS	PubMed	10623590	two hybrid	MI	0018	boolean	1	false	false	NCF2; P67PHOX (Neutrophil cytosolic factor 2)	649	10090	SP	O70145	boolean	1	false	false	PRKCABP OR PICK1; PRKCA-binding protein (Protein kinase C-alpha binding protein)	650	9606	SP	Q9NRD5
MIPS	PubMed	10623590	two hybrid	MI	0018	boolean	0	false	false	POR1; Arfaptin 2 (Partner of RAC1) (POR1 protein)	651	9606	SP	P53365	boolean	1	false	false	ARF1; ADP-ribosylation factor 1	264	9606	SP	P32889
MIPS	PubMed	10623590	two hybrid	MI	0018	boolean	1	false	false	PRKCABP OR PICK1; PRKCA-binding protein (Protein kinase C-alpha binding protein)	650	9606	SP	Q9NRD5	boolean	1	false	false	ARF1; ADP-ribosylation factor 1	264	9606	SP	P32889
MIPS	PubMed	10623590	two hybrid	MI	0018	boolean	1	false	false	PRKCABP OR PICK1; PRKCA-binding protein (Protein kinase C-alpha binding protein)	650	9606	SP	Q9NRD5	boolean	1	false	false	ARF3; ADP-ribosylation factor 3	652	9606	SP	P16587
MIPS	PubMed	9813091	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	MAP1B; Microtubule-associated protein 1B precursor	653	10116	SP	P15205	boolean	1	false	false	MAP1B; Microtubule-associated protein 1B precursor	653	10116	SP	P15205
MIPS	PubMed	9707615	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	ATM; Serine-protein kinase ATM	648	9606	SP	Q13315	boolean	1	false	false	AP1B1; Adapter-related protein complex 1 beta 1 subunit	654	9606	SP	Q10567
MIPS	PubMed	9707615	copurification	MI	0025	boolean	1	false	false	AP3B2; Adapter-related protein complex 3 beta 2 subunit	655	10090	SP	Q13367	boolean	1	false	false	ATM; Serine-protein kinase ATM	648	9606	SP	Q13315
MIPS	PubMed	9707615	copurification	MI	0025	boolean	1	false	false	AP3B2; Adapter-related protein complex 3 beta 2 subunit	655	10090	SP	Q13367	boolean	1	false	false	ATM; Serine-protein kinase ATM	644	10090	SP	Q62388
MIPS	PubMed	10197438	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BCL2L1;BCL2L;BCLX; Apoptosis regulator Bcl-X	251	9606	SP	Q07817	boolean	1	false	false	CFLAR;CLARP;MRIT;CASH; CASP8 and FADD-like apoptosis regulator (precursor)	408	9606	SP	O15519
MIPS	PubMed	10620799	two hybrid	MI	0018	boolean	1	false	false	BCL2; Apoptosis regulator Bcl-2	486	9606	SP	P10415	boolean	1	false	false	RAD9; RAD9 homolog	407	9606	SP	Q96C41
