Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Unique Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Unique Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Unique Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Unique Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Unique Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Unique Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Unique Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Unique Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Unique Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Unique Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Unique Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Unique Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Unique Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Unique Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Unique Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Unique Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Unique Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Unique Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Total Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Total Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Total Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Total Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Total Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Total Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Total Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Total Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Total Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Total Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Total Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Total Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Total Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Total Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Total Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Total Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Total Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Intensity	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 MaxLFQ Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 MaxLFQ Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 MaxLFQ Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 MaxLFQ Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 MaxLFQ Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 MaxLFQ Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 MaxLFQ Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 MaxLFQ Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 MaxLFQ Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 MaxLFQ Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 MaxLFQ Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 MaxLFQ Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 MaxLFQ Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 MaxLFQ Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 MaxLFQ Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 MaxLFQ Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 MaxLFQ Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|P32239|GASR_HUMAN	P32239	GASR_HUMAN	CCKBR	447	Homo sapiens	1:Experimental evidence at protein level	Gastrin/cholecystokinin type B receptor 	1.0	0.999	31	399	399	399	12	7	14	10	15	18	13	13	20	35	26	33	42	27	36	1	4	6	12	7	14	10	15	18	13	13	20	35	26	33	42	27	36	1	4	6	12	7	14	10	15	18	13	13	20	35	26	33	42	27	36	1	4	6	496079.16	282822.7	381521.03	465953.34	479676.2	585195.06	457835.72	436405.97	582367.7	923008.4	578228.75	706882.6	1406683.5	1129092.2	1192281.2	493103.1	131938.33	892055.5	75827.54	73653.81	63357.2	64846.094	73672.48	79796.95	74875.19	73420.484	82485.766	95131.71	95564.65	108072.77	205126.08	192745.78	187246.28	60312.414	64920.887	66556.74	
sp|P52824|DGKQ_HUMAN	P52824	DGKQ_HUMAN	DGKQ	942	Homo sapiens	1:Experimental evidence at protein level	Diacylglycerol kinase theta 	1.0	0.999	3	7	7	7	1	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17003.158	12742.421	18419.35	21555.656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13881.457	0.0	14899.088	14137.68	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P58872|RHBL3_HUMAN	P58872	RHBL3_HUMAN	RHBDL3	404	Homo sapiens	1:Experimental evidence at protein level	Rhomboid-related protein 3 	0.9949	0.999	2	5	5	5	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0.0	0.0	10966.086	10732.495	0.0	7249.7676	13510.593	19737.646	21938.027	14951.041	11901.994	19796.848	16515.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13502.248	13126.925	0.0	8255.967	12611.785	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T7R7|CA185_HUMAN	Q5T7R7	CA185_HUMAN	C1orf185	199	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C1orf185 	0.7955	0.9963	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	8879.018	0.0	10335.776	0.0	8890.709	0.0	11217.38	10650.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IZS6|DYLT2_HUMAN	Q8IZS6	DYLT2_HUMAN	DYNLT2	198	Homo sapiens	1:Experimental evidence at protein level	Dynein light chain Tctex-type protein 2 	1.0	0.999	2	4	4	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	35181.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q12841|FSTL1_HUMAN	Q12841	FSTL1_HUMAN	FSTL1	308	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 1 	1.0	0.999	4	17	17	17	1	0	0	1	0	1	1	0	0	1	1	1	5	1	4	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	5	1	4	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	5	1	4	0	0	0	26563.371	18667.656	23985.385	35648.574	23696.805	21517.59	31959.492	32915.04	18791.61	18670.08	24114.46	41755.89	83444.54	60380.26	82928.45	0.0	0.0	11148.561	19221.162	0.0	17209.28	25375.043	0.0	0.0	22535.5	23213.832	0.0	0.0	0.0	30591.049	37770.73	47655.082	38379.188	0.0	0.0	0.0	
sp|Q8NEJ0|DUS18_HUMAN	Q8NEJ0	DUS18_HUMAN	DUSP18	188	Homo sapiens	1:Experimental evidence at protein level	Dual specificity protein phosphatase 18 	0.935	0.999	1	6	6	6	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0.0	0.0	42002.188	35303.062	44266.06	34063.02	37354.12	36149.473	0.0	0.0	40975.047	0.0	35661.61	0.0	0.0	0.0	0.0	40800.992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99666|RGPD5_HUMAN	Q99666	RGPD5_HUMAN	RGPD5	1765	Homo sapiens	1:Experimental evidence at protein level	RANBP2-like and GRIP domain-containing protein 5/6 	1.0	0.999	8	65	65	65	1	1	4	1	3	2	1	3	2	4	2	1	1	2	1	1	1	1	1	1	4	1	3	2	1	3	2	4	2	1	1	2	1	1	1	1	1	1	4	1	3	2	1	3	2	4	2	1	1	2	1	1	1	1	50392.32	30636.521	42255.773	43159.023	31925.646	47831.95	35654.29	41724.91	39169.0	40268.766	62505.03	32268.55	60747.14	51122.137	30532.7	50341.72	120108.13	65875.7	36269.61	0.0	29397.566	30094.188	0.0	33172.297	25321.68	29373.342	27862.143	29200.64	34186.25	0.0	30422.42	34365.656	0.0	37901.723	50703.523	35437.656	
sp|O95897|NOE2_HUMAN	O95897	NOE2_HUMAN	OLFM2	454	Homo sapiens	1:Experimental evidence at protein level	Noelin-2 	1.0	0.999	2	30	30	30	1	0	1	3	1	1	3	1	3	2	1	4	3	2	4	0	0	0	1	0	1	3	1	1	3	1	3	2	1	4	3	2	4	0	0	0	1	0	1	3	1	1	3	1	3	2	1	4	3	2	4	0	0	0	46081.074	34405.023	45721.96	38240.8	37324.645	47693.062	41910.504	55510.29	219889.47	59289.977	39313.58	48420.92	31454.57	19068.049	35618.844	20644.164	0.0	19588.662	0.0	0.0	0.0	0.0	28703.29	36325.273	32518.805	34535.016	86100.26	48694.457	35972.773	42636.875	26264.852	0.0	31505.58	0.0	0.0	0.0	
sp|Q7RTZ2|U17L1_HUMAN	Q7RTZ2	U17L1_HUMAN	USP17L1	530	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 17-like protein 1 	0.9997	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45062.28	24537.176	37738.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28728.604	0.0	25687.49	0.0	0.0	0.0	
sp|O75844|FACE1_HUMAN	O75844	FACE1_HUMAN	ZMPSTE24	475	Homo sapiens	1:Experimental evidence at protein level	CAAX prenyl protease 1 homolog 	1.0	0.999	5	85	85	85	6	1	3	3	4	5	5	7	4	5	4	5	3	3	3	0	1	7	6	1	3	3	4	5	5	7	4	5	4	5	3	3	3	0	1	7	6	1	3	3	4	5	5	7	4	5	4	5	3	3	3	0	1	7	126927.7	116360.59	124418.38	132662.22	61994.137	53993.547	71940.44	76929.195	61233.11	57779.17	72468.734	48683.03	52350.336	75197.97	47341.973	31894.348	43729.727	110562.555	47598.92	31555.258	46267.797	50965.53	47777.48	41970.145	53680.652	47241.227	49680.42	44980.85	46056.16	38644.895	22876.791	24206.256	18282.457	19304.89	19598.898	34201.867	
sp|Q8NB78|KDM1B_HUMAN	Q8NB78	KDM1B_HUMAN	KDM1B	822	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific histone demethylase 2 	1.0	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9575.73	12513.695	0.0	3045.5652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15417|TNC18_HUMAN	O15417	TNC18_HUMAN	TNRC18	2968	Homo sapiens	1:Experimental evidence at protein level	Trinucleotide repeat-containing gene 18 protein 	1.0	0.999	4	4	4	4	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	275864.06	310639.66	348789.56	284217.16	306024.62	285064.88	273604.9	351285.62	215137.4	259647.77	322491.75	307548.06	16202.859	31259.041	37548.605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234289.81	0.0	0.0	16139.831	17192.19	19657.336	0.0	0.0	0.0	
sp|Q5VWM4|PRAM8_HUMAN	Q5VWM4	PRAM8_HUMAN	PRAMEF8	474	Homo sapiens	1:Experimental evidence at protein level	PRAME family member 8 	0.935	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NG85|OR2L3_HUMAN	Q8NG85	OR2L3_HUMAN	OR2L3	312	Homo sapiens	1:Experimental evidence at protein level	Olfactory receptor 2L3 	1.0	0.999	12	243	243	243	19	9	20	15	13	14	14	18	15	17	18	12	10	2	4	1	1	2	19	9	20	15	13	14	14	18	15	17	18	12	10	2	4	1	1	2	19	9	20	15	13	14	14	18	15	17	18	12	10	2	4	1	1	2	268373.47	206552.58	263886.7	267127.38	249100.55	282566.56	282806.4	291578.06	254041.88	250775.33	284692.0	278416.1	128584.5	88634.38	118217.06	70950.05	34889.86	170784.33	47162.72	42504.496	44663.48	46141.6	41934.9	45272.086	44827.73	45840.16	40303.223	43350.094	41348.69	42549.715	26207.127	27219.352	28561.451	33509.01	30873.967	33088.426	
sp|O60341|KDM1A_HUMAN	O60341	KDM1A_HUMAN	KDM1A	852	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific histone demethylase 1A 	0.9963	0.999	2	7	7	7	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0.0	0.0	10916.9795	8753.665	10325.328	0.0	12973.183	13531.009	10751.208	13841.275	10807.668	10606.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q06330|SUH_HUMAN	Q06330	SUH_HUMAN	RBPJ	500	Homo sapiens	1:Experimental evidence at protein level	Recombining binding protein suppressor of hairless 	0.8882	0.9982	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3472.3384	0.0	0.0	7200.1353	5499.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WTW4|NPRL2_HUMAN	Q8WTW4	NPRL2_HUMAN	NPRL2	380	Homo sapiens	1:Experimental evidence at protein level	GATOR1 complex protein NPRL2 	1.0	0.999	7	25	25	25	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17805.668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0C7I0|U17L8_HUMAN	P0C7I0	U17L8_HUMAN	USP17L8	530	Homo sapiens	1:Experimental evidence at protein level	Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 8 	1.0	0.999	5	9	9	9	0	0	0	0	0	0	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	1	0	0	0	0	0	0	0.0	0.0	8165.5396	5476.3125	31533.127	28584.504	38675.434	31607.79	50959.63	63987.777	51974.586	77062.19	10458.582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12498.599	11097.918	14168.22	13925.853	13359.061	19505.84	15514.329	15669.832	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18_HUMAN	DDX18	670	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX18 	1.0	0.999	1	21	21	21	1	0	4	0	1	1	3	0	2	2	4	1	1	0	0	0	0	0	1	0	4	0	1	1	3	0	2	2	4	1	1	0	0	0	0	0	1	0	4	0	1	1	3	0	2	2	4	1	1	0	0	0	0	0	8920.302	6750.539	38490.598	33744.094	36773.64	28520.088	35742.46	15098.986	27692.465	32847.688	37187.82	26577.977	36991.062	0.0	28369.914	0.0	0.0	39291.15	0.0	0.0	22769.084	19791.188	21807.254	16627.6	20980.902	0.0	16100.441	18970.459	20987.105	15334.661	21898.818	0.0	16162.234	0.0	0.0	23250.428	
sp|Q8IYS0|ASTRC_HUMAN	Q8IYS0	ASTRC_HUMAN	GRAMD1C	662	Homo sapiens	1:Experimental evidence at protein level	Protein Aster-C 	1.0	0.999	8	308	308	308	10	13	11	12	11	18	14	15	12	15	13	14	16	8	13	8	8	15	10	13	11	12	11	18	14	15	12	15	13	14	16	8	13	8	8	15	10	13	11	12	11	18	14	15	12	15	13	14	16	8	13	8	8	15	353074.1	344772.94	300691.84	268215.25	335498.62	366640.66	369923.88	373361.0	384985.38	370200.16	388618.38	412075.88	285417.97	235136.1	334080.25	260061.22	272205.06	323652.0	65376.22	72780.95	56654.67	55609.74	67619.76	75924.99	72647.766	80210.76	91292.055	84492.35	82585.195	99680.305	54864.83	48594.207	66228.336	64810.484	62509.43	68619.84	
sp|A8MT66|YU005_HUMAN	A8MT66	YU005_HUMAN	9606	165	Homo sapiens	1:Experimental evidence at protein level	Putative uncharacterized protein ENSP00000383407 	1.0	0.999	3	27	27	27	3	1	3	1	1	2	0	1	0	0	0	1	3	5	6	0	0	0	3	1	3	1	1	2	0	1	0	0	0	1	3	5	6	0	0	0	3	1	3	1	1	2	0	1	0	0	0	1	3	5	6	0	0	0	66001.195	0.0	68046.59	41766.594	54102.023	68055.375	0.0	64294.402	0.0	0.0	0.0	89510.9	102955.43	106135.92	119318.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44297.79	46040.21	51697.65	0.0	0.0	0.0	
sp|O76100|OR7AA_HUMAN	O76100	OR7AA_HUMAN	OR7A10	309	Homo sapiens	1:Experimental evidence at protein level	Olfactory receptor 7A10 	0.935	0.999	1	7	7	7	0	0	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	0	0.0	0.0	0.0	0.0	0.0	5665.2783	0.0	7092.639	7272.207	7084.2476	0.0	6230.745	14937.147	14886.845	14518.965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q86T23|CROL1_HUMAN	Q86T23	CROL1_HUMAN	CROCCP2	111	Homo sapiens	1:Experimental evidence at protein level	Putative ciliary rootlet coiled-coil protein-like 1 protein 	0.9349	0.999	1	14	14	14	2	1	1	3	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	1	3	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	1	3	1	1	0	0	0	1	0	0	0	1	0	0	0	0	10907.549	11972.375	15578.83	10612.889	14262.497	16973.178	0.0	19953.86	21531.947	22047.07	17660.588	16656.299	0.0	7303.275	12300.994	0.0	0.0	11825.1045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49116|NR2C2_HUMAN	P49116	NR2C2_HUMAN	NR2C2	596	Homo sapiens	1:Experimental evidence at protein level	Nuclear receptor subfamily 2 group C member 2 	0.698	0.9938	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4190.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96LW2|KS6R_HUMAN	Q96LW2	KS6R_HUMAN	RSKR	410	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein S6 kinase-related protein 	1.0	0.999	9	44	44	44	0	0	0	0	1	0	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	0	1	0	0	0	0	0	0	8735.9375	0.0	19950.707	14647.999	27348.271	23856.299	40078.844	21074.229	39703.727	33595.89	23034.9	35512.05	21695.637	33745.473	0.0	10090.724	0.0	12269.848	0.0	0.0	13047.37	0.0	10640.852	10808.166	13306.378	9974.378	16547.281	16704.488	12615.295	14725.885	11043.354	11938.565	0.0	0.0	0.0	0.0	
sp|Q7Z3S7|CA2D4_HUMAN	Q7Z3S7	CA2D4_HUMAN	CACNA2D4	1137	Homo sapiens	1:Experimental evidence at protein level	Voltage-dependent calcium channel subunit alpha-2/delta-4 	0.935	0.999	1	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10692.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q504Y2|PKDCC_HUMAN	Q504Y2	PKDCC_HUMAN	PKDCC	493	Homo sapiens	1:Experimental evidence at protein level	Extracellular tyrosine-protein kinase PKDCC 	0.935	0.999	1	11	11	11	0	0	1	0	0	0	1	2	1	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	3	2	0	0	0	0	0	0	0.0	0.0	8371.345	0.0	7645.5107	12378.221	9990.939	14904.175	17142.02	19745.467	14948.851	17807.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
