Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q9QXP6	reviewed	MKRN1_MOUSE	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-1)	Mkrn1	Mus musculus (Mouse)	481	Mkrn1	10090
Q9QXW2	reviewed	FBXW5_MOUSE	F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)	Fbxw5 Fbw5	Mus musculus (Mouse)	573	Fbxw5	10090
Q9QY36	reviewed	NAA10_MOUSE	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (NatA catalytic subunit Naa10)	Naa10 Ard1 Ard1a Te2	Mus musculus (Mouse)	235	Naa10	10090
Q9QY78	reviewed	IKKB_RAT	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)	Ikbkb Ikkb	Rattus norvegicus (Rat)	757	Ikbkb	10116
Q9QYI5	reviewed	DNJB2_MOUSE	DnaJ homolog subfamily B member 2 (DnaJ homolog subfamily B member 10) (mDj8)	Dnajb2 Dnajb10	Mus musculus (Mouse)	324	Dnajb2	10090
Q9QYK7	reviewed	RNF11_MOUSE	RING finger protein 11 (NEDD4 WW domain-binding protein 2) (Sid 1669)	Rnf11 N4wbp2 Sid1669	Mus musculus (Mouse)	154	Rnf11	10090
Q9QZ05	reviewed	E2AK4_MOUSE	eIF-2-alpha kinase GCN2 (Eukaryotic translation initiation factor 2-alpha kinase 4) (EC 2.7.11.1) (GCN2-like protein) (mGCN2)	Eif2ak4 Gcn2 Kiaa1338	Mus musculus (Mouse)	1648	Eif2ak4	10090
Q9QZH0	reviewed	FZD4_RAT	Frizzled-4 (Fz-4) (rFz4) (CD antigen CD344)	Fzd4	Rattus norvegicus (Rat)	538	Fzd4	10116
Q9QZL0	reviewed	RIPK3_MOUSE	Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.11.1) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3) (mRIP3)	Ripk3 Rip3	Mus musculus (Mouse)	486	Ripk3	10090
Q9QZM0	reviewed	UBQL2_MOUSE	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (Ubiquitin-like product Chap1/Dsk2)	Ubqln2 Plic2	Mus musculus (Mouse)	638	Ubqln2	10090
Q9QZN1	reviewed	FXL17_MOUSE	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	Fbxl17 Fbl17 Fbx13 Fbxo13	Mus musculus (Mouse)	701	Fbxl17	10090
Q9QZN4	reviewed	FBX6_MOUSE	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbs2 Fbxo6b	Mus musculus (Mouse)	295	Fbxo6	10090
Q9QZR0	reviewed	RNF25_MOUSE	E3 ubiquitin-protein ligase RNF25 (EC 2.3.2.27) (RING finger protein 25) (RING finger protein AO7)	Rnf25	Mus musculus (Mouse)	456	Rnf25	10090
Q9QZR5	reviewed	HIPK2_MOUSE	Homeodomain-interacting protein kinase 2 (EC 2.7.11.1) (Nuclear body-associated kinase 1) (Sialophorin tail-associated nuclear serine/threonine-protein kinase)	Hipk2 Nbak1 Stank	Mus musculus (Mouse)	1196	Hipk2	10090
Q9QZS2	reviewed	RNF4_MOUSE	E3 ubiquitin-protein ligase RNF4 (EC 2.3.2.27) (RING finger protein 4)	Rnf4	Mus musculus (Mouse)	194	Rnf4	10090
Q9QZS3	reviewed	NUMB_MOUSE	Protein numb homolog (m-Nb) (m-Numb)	Numb	Mus musculus (Mouse)	653	Numb	10090
Q9QZU9	reviewed	UB2L6_MOUSE	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (UbcM8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	Ube2l6 Ubce8	Mus musculus (Mouse)	153	Ube2l6	10090
Q9R012	reviewed	PLK2_RAT	Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (Serine/threonine-protein kinase SNK) (Serum-inducible kinase)	Plk2 Snk	Rattus norvegicus (Rat)	682	Plk2	10116
Q9R085	reviewed	UBP15_RAT	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin carboxyl-terminal hydrolase of 109 kDa) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15)	Usp15 ubp109	Rattus norvegicus (Rat)	952	Usp15	10116
Q9R0N3	reviewed	SYT11_MOUSE	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	Syt11	Mus musculus (Mouse)	430	Syt11	10090
Q9R0P9	reviewed	UCHL1_MOUSE	Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1)	Uchl1	Mus musculus (Mouse)	223	Uchl1	10090
Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	Cop1	10090
Q9R1E0	reviewed	FOXO1_MOUSE	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	Foxo1 Fkhr Foxo1a	Mus musculus (Mouse)	652	Foxo1	10090
Q9R1K2	reviewed	TEN2_RAT	Teneurin-2 (Ten-2) (Neurestin) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]	Tenm2 Odz2 Tnm2	Rattus norvegicus (Rat)	2774	Tenm2	10116
Q9R1K5	reviewed	FZR1_MOUSE	Fizzy-related protein homolog (Fzr) (Cdh1/Hct1 homolog)	Fzr1 Fyr Fzr	Mus musculus (Mouse)	493	Fzr1	10090
Q9R1N2	reviewed	SCNNA_CAVPO	Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA)	SCNN1A ENAC	Cavia porcellus (Guinea pig)	682	SCNN1A	10141
Q9R1P0	reviewed	PSA4_MOUSE	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	Psma4	Mus musculus (Mouse)	261	Psma4	10090
Q9R1P1	reviewed	PSB3_MOUSE	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	Psmb3	Mus musculus (Mouse)	205	Psmb3	10090
Q9R1P4	reviewed	PSA1_MOUSE	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Psma1	Mus musculus (Mouse)	263	Psma1	10090
Q9R1R2	reviewed	TRIM3_MOUSE	Tripartite motif-containing protein 3 (EC 2.3.2.27) (RING finger protein 22) (RING finger protein HAC1)	Trim3 Hac1 Rnf22	Mus musculus (Mouse)	744	Trim3	10090
Q9R1S4	reviewed	XBP1_RAT	X-box-binding protein 1 (Hepatocarcinogenesis-related transcription factor) (HTF) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	Xbp1 Htf	Rattus norvegicus (Rat)	267	Xbp1	10116
Q9R216	reviewed	FZD9_MOUSE	Frizzled-9 (Fz-9) (mFz3) (mFz9) (CD antigen CD349)	Fzd9 Fzd3	Mus musculus (Mouse)	592	Fzd9	10090
Q9R224	reviewed	BEX1_MOUSE	Protein BEX1 (Brain-expressed X-linked protein 1 homolog) (Reduced expression protein 3) (REX-3)	Bex1 Rex3	Mus musculus (Mouse)	128	Bex1	10090
Q9R226	reviewed	KHDR3_MOUSE	KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein Etoile) (Sam68-like mammalian protein 2) (SLM-2)	Khdrbs3 Salp Slm2	Mus musculus (Mouse)	346	Khdrbs3	10090
Q9R237	reviewed	JIP1_RAT	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain-1) (IB-1) (JIP-1-related protein) (JRP) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	Mapk8ip1 Ib1 Jip1 Mapk8ip	Rattus norvegicus (Rat)	708	Mapk8ip1	10116
Q9S7M2	reviewed	TI10B_ARATH	Protein TIFY 10B (Jasmonate ZIM domain-containing protein 2)	TIFY10B JAZ2 At1g74950 F25A4.8 F9E10.20	Arabidopsis thaliana (Mouse-ear cress)	249	TIFY10B	3702
Q9S814	reviewed	EIN2_ARATH	Ethylene-insensitive protein 2 (AtEIN2) (EIN-2) (Cytokinin-resistant protein AtCKR1) (Protein ORESARA 3) [Cleaved into: EIN2-CEND (EIN2C)]	EIN2 CKR1 ORE3 At5g03280 F12E4.10 MOK16.19	Arabidopsis thaliana (Mouse-ear cress)	1294	EIN2	3702
Q9SD71	reviewed	SGIP1_ARATH	E3 ubiquitin-protein ligase SGIP1 (EC 2.3.2.27) (SGS3-INTERACTING PROTEIN 1)	SGIP1 At3g47020 F13I12.70	Arabidopsis thaliana (Mouse-ear cress)	313	SGIP1	3702
Q9SEI2	reviewed	PS6AA_ARATH	26S proteasome regulatory subunit 6A homolog A (26S proteasome AAA-ATPase subunit RPT5a) (Proteasome 26S subunit 6A homolog A) (Regulatory particle triple-A ATPase subunit 5a) (Tat-binding protein 1 homolog A) (TBP-1 homolog A)	RPT5A ATS6A.2 TBP1 At3g05530 F22F7.1	Arabidopsis thaliana (Mouse-ear cress)	424	RPT5A	3702
Q9SGW3	reviewed	PSD8A_ARATH	26S proteasome non-ATPase regulatory subunit 8 homolog A (26S proteasome regulatory subunit RPN12a) (AtRPN12a) (26S proteasome regulatory subunit S14 homolog A)	RPN12A At1g64520 F1N19.9	Arabidopsis thaliana (Mouse-ear cress)	267	RPN12A	3702
Q9SHE7	reviewed	RUB1_ARATH	Ubiquitin-NEDD8-like protein RUB1 [Cleaved into: Ubiquitin; NEDD8-like protein RUB1 (Ubiquitin-related protein 1) (AtRUB1)]	RUB1 NEDD8 UBQ15 At1g31340 T19E23.13	Arabidopsis thaliana (Mouse-ear cress)	156	RUB1	3702
Q9SHF3	reviewed	AGO2_ARATH	Protein argonaute 2	AGO2 At1g31280 T19E23.7	Arabidopsis thaliana (Mouse-ear cress)	1014	AGO2	3702
Q9SI09	reviewed	XERIC_ARATH	Probable E3 ubiquitin-protein ligase XERICO (EC 2.3.2.27) (RING-type E3 ubiquitin transferase XERICO)	XERICO At2g04240 T23O15.13	Arabidopsis thaliana (Mouse-ear cress)	162	XERICO	3702
Q9SID1	reviewed	BBX25_ARATH	B-box zinc finger protein 25 (Protein SALT TOLERANCE HOMOLOG 1) (Salt tolerance-like protein)	BBX25 STH STH1 At2g31380 T28P16.13	Arabidopsis thaliana (Mouse-ear cress)	238	BBX25	3702
Q9SIV2	reviewed	PSD2A_ARATH	26S proteasome non-ATPase regulatory subunit 2 homolog A (26S proteasome regulatory subunit RPN1a) (AtRPN1a) (26S proteasome regulatory subunit S2 homolog A)	RPN1A At2g20580 F23N11.10	Arabidopsis thaliana (Mouse-ear cress)	891	RPN1A	3702
Q9SJI9	reviewed	PCO4_ARATH	Plant cysteine oxidase 4 (AtPCO4) (EC 1.13.11.20)	PCO4 At2g42670 F14N22.6	Arabidopsis thaliana (Mouse-ear cress)	241	PCO4	3702
Q9SJN0	reviewed	ABI5_ARATH	Protein ABSCISIC ACID-INSENSITIVE 5 (Dc3 promoter-binding factor 1) (AtDPBF1) (Protein GROWTH-INSENSITIVITY TO ABA 1) (bZIP transcription factor 39) (AtbZIP39)	ABI5 BZIP39 DPBF1 GIA1 NEM1 At2g36270 F2H17.12	Arabidopsis thaliana (Mouse-ear cress)	442	ABI5	3702
Q9SJW3	reviewed	SPR1_ARATH	Protein SPIRAL1 (Protein NAP16kDa)	SPR1 SKU6 At2g03680 F19B11.13	Arabidopsis thaliana (Mouse-ear cress)	119	SPR1	3702
Q9SJW9	reviewed	CDT1A_ARATH	CDT1-like protein a, chloroplastic (AtCDT1a)	CDT1A At2g31270 F16D14.11	Arabidopsis thaliana (Mouse-ear cress)	571	CDT1A	3702
Q9SKT1	reviewed	ERF53_ARATH	Ethylene-responsive transcription factor ERF053 (AtERF53)	ERF053 At2g20880 F5H14.15	Arabidopsis thaliana (Mouse-ear cress)	336	ERF053	3702
Q9SL67	reviewed	PRS4B_ARATH	26S proteasome regulatory subunit 4 homolog B (26S proteasome AAA-ATPase subunit RPT2b) (26S proteasome subunit 4 homolog B) (Regulatory particle triple-A ATPase subunit 2b)	RPT2B At2g20140 T2G17.6	Arabidopsis thaliana (Mouse-ear cress)	443	RPT2B	3702
Q9SLH3	reviewed	RGA_ARATH	DELLA protein RGA (GAI-related sequence) (GRAS family protein 10) (AtGRAS-10) (Repressor on the ga1-3 mutant) (Restoration of growth on ammonia protein 1)	RGA GRS RGA1 At2g01570 F2I9.19	Arabidopsis thaliana (Mouse-ear cress)	587	RGA	3702
Q9SPL2	reviewed	CIP8_ARATH	E3 ubiquitin-protein ligase CIP8 (EC 2.3.2.27) (COP1-interacting protein 8) (RING-type E3 ubiquitin transferase CIP8)	CIP8 At5g64920 MXK3.15	Arabidopsis thaliana (Mouse-ear cress)	334	CIP8	3702
Q9SRS9	reviewed	CHIP_ARATH	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Carboxyl terminus of HSC70-interacting protein) (AtCHIP) (Plant U-box protein 61) (RING-type E3 ubiquitin transferase CHIP) (U-box domain-containing protein 61)	CHIP PUB61 At3g07370 F21O3.8	Arabidopsis thaliana (Mouse-ear cress)	278	CHIP	3702
Q9ST48	reviewed	DWRF8_MAIZE	DELLA protein DWARF8 (Protein dwarf-8)	D8	Zea mays (Maize)	630	D8	4577
Q9STE8	reviewed	TC753_ARATH	Protein TOC75-3, chloroplastic (75 kDa translocon at the outer-envelope-membrane of chloroplasts 3) (AtTOC75-III)	TOC75-3 TOC75 At3g46740 T6H20.230	Arabidopsis thaliana (Mouse-ear cress)	818	TOC75-3	3702
Q9SU79	reviewed	PAO5_ARATH	Probable polyamine oxidase 5 (AtPAO5) (EC 1.5.3.-)	PAO5 At4g29720 T16L4.230	Arabidopsis thaliana (Mouse-ear cress)	533	PAO5	3702
Q9SVC6	reviewed	PUB22_ARATH	E3 ubiquitin-protein ligase PUB22 (EC 2.3.2.27) (Plant U-box protein 22) (RING-type E3 ubiquitin transferase PUB22) (U-box domain-containing protein 22)	PUB22 At3g52450 F22O6.170	Arabidopsis thaliana (Mouse-ear cress)	435	PUB22	3702
Q9SWW6	reviewed	CESA7_ARATH	Cellulose synthase A catalytic subunit 7 [UDP-forming] (AtCesA7) (EC 2.4.1.12) (Protein FRAGILE FIBER 5) (Protein IRREGULAR XYLEM 3) (AtIRX3)	CESA7 FRA5 IRX3 At5g17420 T10B6.80	Arabidopsis thaliana (Mouse-ear cress)	1026	CESA7	3702
Q9SYK4	reviewed	IP5PD_ARATH	Type I inositol polyphosphate 5-phosphatase 13 (At5PTase13) (EC 3.1.3.56)	IP5P13 5PTASE13 IPP6 At1g05630 F3F20.8	Arabidopsis thaliana (Mouse-ear cress)	1136	IP5P13	3702
Q9SYM2	reviewed	BBX22_ARATH	B-box zinc finger protein 22 (Protein DOUBLE B-BOX 3) (Protein LIGHT-REGULATED ZINC FINGER PROTEIN 1) (Protein SALT TOLERANCE HOMOLOG 3)	BBX22 DBB3 LZF1 STH3 At1g78600 T30F21.7	Arabidopsis thaliana (Mouse-ear cress)	299	BBX22	3702
Q9SYX2	reviewed	SPA1_ARATH	Protein SUPPRESSOR OF PHYA-105 1 (EC 2.7.-.-)	SPA1 At2g46340/At2g46350 F11C10.3/F11C10.4	Arabidopsis thaliana (Mouse-ear cress)	1029	SPA1	3702
Q9SZD4	reviewed	PRS4A_ARATH	26S proteasome regulatory subunit 4 homolog A (26S proteasome AAA-ATPase subunit RPT2a) (26S proteasome subunit 4 homolog A) (Protein HALTED ROOT) (Regulatory particle triple-A ATPase subunit 2a)	RPT2A HLR At4g29040 F19B15.70 F25O24.6	Arabidopsis thaliana (Mouse-ear cress)	443	RPT2A	3702
Q9TTA1	reviewed	P53_TUPBE	Cellular tumor antigen p53 (Tumor suppressor p53)	TP53 P53	Tupaia belangeri (Common tree shrew) (Tupaia glis belangeri)	393	TP53	37347
Q9TTH8	reviewed	CAN3_SHEEP	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	CAPN3 NCL1	Ovis aries (Sheep)	822	CAPN3	9940
Q9TUB2	reviewed	P53_PIG	Cellular tumor antigen p53 (Tumor suppressor p53)	TP53 P53	Sus scrofa (Pig)	386	TP53	9823
Q9TV67	reviewed	IFNG_TURTR	Interferon gamma (IFN-gamma)	IFNG	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	166	IFNG	9739
Q9TW67	reviewed	NGLY1_CAEEL	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase) (PNGase)	png-1 F56G4.5	Caenorhabditis elegans	606	png-1	6239
Q9U489	reviewed	LIN41_CAEEL	Protein lin-41 (Abnormal cell lineage protein 41)	lin-41 C12C8.3	Caenorhabditis elegans	1147	lin-41	6239
Q9UBF6	reviewed	RBX2_HUMAN	RING-box protein 2 (Rbx2) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	Homo sapiens (Human)	113	RNF7	9606
Q9UBN7	reviewed	HDAC6_HUMAN	Histone deacetylase 6 (HD6) (EC 3.5.1.98) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	HDAC6 KIAA0901 JM21	Homo sapiens (Human)	1215	HDAC6	9606
Q9UBS8	reviewed	RNF14_HUMAN	E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14)	RNF14 ARA54 HRIHFB2038	Homo sapiens (Human)	474	RNF14	9606
Q9UBW8	reviewed	CSN7A_HUMAN	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)	COPS7A CSN7A DERP10	Homo sapiens (Human)	275	COPS7A	9606
Q9UF56	reviewed	FXL17_HUMAN	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	FBXL17 FBL17 FBX13 FBXO13	Homo sapiens (Human)	701	FBXL17	9606
Q9UH77	reviewed	KLHL3_HUMAN	Kelch-like protein 3	KLHL3 KIAA1129	Homo sapiens (Human)	587	KLHL3	9606
Q9UHC7	reviewed	MKRN1_HUMAN	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	MKRN1 RNF61	Homo sapiens (Human)	482	MKRN1	9606
Q9UHD9	reviewed	UBQL2_HUMAN	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	UBQLN2 N4BP4 PLIC2 HRIHFB2157	Homo sapiens (Human)	624	UBQLN2	9606
Q9UHJ3	reviewed	SMBT1_HUMAN	Scm-like with four MBT domains protein 1 (hSFMBT) (Renal ubiquitous protein 1)	SFMBT1 RU1	Homo sapiens (Human)	866	SFMBT1	9606
Q9UHV2	reviewed	SRTD1_HUMAN	SERTA domain-containing protein 1 (CDK4-binding protein p34SEI1) (SEI-1) (p34(SEI-1)) (Transcriptional regulator interacting with the PHD-bromodomain 1) (TRIP-Br1)	SERTAD1 SEI1 TRIPBR1	Homo sapiens (Human)	236	SERTAD1	9606
Q9UII4	reviewed	HERC5_HUMAN	E3 ISG15--protein ligase HERC5 (EC 2.3.2.-) (Cyclin-E-binding protein 1) (HECT domain and RCC1-like domain-containing protein 5)	HERC5 CEB1 CEBP1	Homo sapiens (Human)	1024	HERC5	9606
Q9UIQ6	reviewed	LCAP_HUMAN	Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]	LNPEP OTASE	Homo sapiens (Human)	1025	LNPEP	9606
Q9UJP4	reviewed	KLH21_HUMAN	Kelch-like protein 21	KLHL21 KIAA0469	Homo sapiens (Human)	597	KLHL21	9606
Q9UJT9	reviewed	FBXL7_HUMAN	F-box/LRR-repeat protein 7 (F-box and leucine-rich repeat protein 7) (F-box protein FBL6/FBL7)	FBXL7 FBL6 FBL7 KIAA0840	Homo sapiens (Human)	491	FBXL7	9606
Q9UJX2	reviewed	CDC23_HUMAN	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	CDC23 ANAPC8	Homo sapiens (Human)	597	CDC23	9606
Q9UJX3	reviewed	APC7_HUMAN	Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7)	ANAPC7 APC7	Homo sapiens (Human)	565	ANAPC7	9606
Q9UJX4	reviewed	APC5_HUMAN	Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5)	ANAPC5 APC5	Homo sapiens (Human)	755	ANAPC5	9606
Q9UJX5	reviewed	APC4_HUMAN	Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4)	ANAPC4 APC4	Homo sapiens (Human)	808	ANAPC4	9606
Q9UJX6	reviewed	ANC2_HUMAN	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	ANAPC2 APC2 KIAA1406	Homo sapiens (Human)	822	ANAPC2	9606
Q9UK22	reviewed	FBX2_HUMAN	F-box only protein 2	FBXO2 FBX2	Homo sapiens (Human)	296	FBXO2	9606
Q9UK73	reviewed	FEM1B_HUMAN	Protein fem-1 homolog B (FEM1b) (FEM1-beta) (Fem-1-like death receptor-binding protein alpha) (Fem-1-like in apoptotic pathway protein alpha) (F1A-alpha)	FEM1B F1AA KIAA0396	Homo sapiens (Human)	627	FEM1B	9606
Q9UK96	reviewed	FBX10_HUMAN	F-box only protein 10	FBXO10 FBX10 PRMT11	Homo sapiens (Human)	956	FBXO10	9606
Q9UK97	reviewed	FBX9_HUMAN	F-box only protein 9 (Cross-immune reaction antigen 1) (Renal carcinoma antigen NY-REN-57)	FBXO9 FBX9 VCIA1	Homo sapiens (Human)	447	FBXO9	9606
Q9UK99	reviewed	FBX3_HUMAN	F-box only protein 3	FBXO3 FBX3	Homo sapiens (Human)	471	FBXO3	9606
Q9UKA1	reviewed	FBXL5_HUMAN	F-box/LRR-repeat protein 5 (F-box and leucine-rich repeat protein 5) (F-box protein FBL4/FBL5) (p45SKP2-like protein)	FBXL5 FBL4 FBL5 FLR1	Homo sapiens (Human)	691	FBXL5	9606
Q9UKA2	reviewed	FBXL4_HUMAN	F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4) (F-box protein FBL4/FBL5)	FBXL4 FBL4 FBL5	Homo sapiens (Human)	621	FBXL4	9606
Q9UKB1	reviewed	FBW1B_HUMAN	F-box/WD repeat-containing protein 11 (F-box and WD repeats protein beta-TrCP2) (F-box/WD repeat-containing protein 1B) (Homologous to Slimb protein) (HOS)	FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696	Homo sapiens (Human)	542	FBXW11	9606
Q9UKC9	reviewed	FBXL2_HUMAN	F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3)	FBXL2 FBL2 FBL3	Homo sapiens (Human)	423	FBXL2	9606
Q9UKL0	reviewed	RCOR1_HUMAN	REST corepressor 1 (Protein CoREST)	RCOR1 KIAA0071 RCOR	Homo sapiens (Human)	485	RCOR1	9606
Q9UKT4	reviewed	FBX5_HUMAN	F-box only protein 5 (Early mitotic inhibitor 1)	FBXO5 EMI1 FBX5	Homo sapiens (Human)	447	FBXO5	9606
Q9UKT5	reviewed	FBX4_HUMAN	F-box only protein 4	FBXO4 FBX4	Homo sapiens (Human)	387	FBXO4	9606
Q9UKT7	reviewed	FBXL3_HUMAN	F-box/LRR-repeat protein 3 (F-box and leucine-rich repeat protein 3A) (F-box/LRR-repeat protein 3A)	FBXL3 FBL3A FBXL3A	Homo sapiens (Human)	428	FBXL3	9606
Q9UKT8	reviewed	FBXW2_HUMAN	F-box/WD repeat-containing protein 2 (F-box and WD-40 domain-containing protein 2) (Protein MD6)	FBXW2 FBW2 FWD2	Homo sapiens (Human)	454	FBXW2	9606
Q9UKV5	reviewed	AMFR_HUMAN	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING finger protein 45) (gp78)	AMFR RNF45	Homo sapiens (Human)	643	AMFR	9606
Q9UL17	reviewed	TBX21_HUMAN	T-box transcription factor TBX21 (T-box protein 21) (T-cell-specific T-box transcription factor T-bet) (Transcription factor TBLYM)	TBX21 TBET TBLYM	Homo sapiens (Human)	535	TBX21	9606
Q9UL46	reviewed	PSME2_HUMAN	Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2	Homo sapiens (Human)	239	PSME2	9606
Q9ULC4	reviewed	MCTS1_HUMAN	Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies)	MCTS1 MCT1	Homo sapiens (Human)	181	MCTS1	9606
Q9ULG1	reviewed	INO80_HUMAN	Chromatin-remodeling ATPase INO80 (hINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80) (INO80 complex subunit A)	INO80 INO80A INOC1 KIAA1259	Homo sapiens (Human)	1556	INO80	9606
Q9ULT8	reviewed	HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1)	HECTD1 KIAA1131	Homo sapiens (Human)	2610	HECTD1	9606
Q9ULV1	reviewed	FZD4_HUMAN	Frizzled-4 (Fz-4) (hFz4) (FzE4) (CD antigen CD344)	FZD4	Homo sapiens (Human)	537	FZD4	9606
Q9ULV8	reviewed	CBLC_HUMAN	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)	CBLC CBL3 RNF57	Homo sapiens (Human)	474	CBLC	9606
